,證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比
1123,9907,統一實,"2,426,102",952,"34,778,646",14.50,14.50,14.20,14.25,-,0.35,14.25,46,14.30,49,15.83
1124,9908,大台北,"187,189",102,"6,174,792",33.05,33.10,32.95,32.95,-,0.1,32.95,16,33.00,1,20.59
1125,9910,豐泰,"1,006,856","3,023","234,493,666",236.00,240.00,228.00,229.00,-,9.0,228.50,7,229.00,6,48.83
1126,9911,櫻花,"150,302",169,"10,178,975",67.80,68.00,67.60,67.70,-,0.1,67.60,36,67.70,2,13.87
1127,9912,偉聯,"12,765",38,"123,578",9.70,9.70,9.65,9.69,-,0.01,9.69,2,9.70,18,0.00
1128,9914,美利達,"743,980","8,283","222,628,679",302.50,305.00,295.00,296.50,-,8.5,295.50,1,296.50,1,20.43
1129,9917,中保科,"183,275",283,"18,618,449",102.00,102.00,101.50,101.50,-,1.0,101.50,44,102.00,25,17.59
1130,9918,欣天然,"34,365",25,"1,443,753",42.10,42.10,41.85,41.85,-,0.45,41.85,1,42.00,1,22.26
1131,9919,康那香,"12,253,544","6,093","358,118,828",28.35,30.30,28.30,29.05,+,0.7,29.05,2,29.10,36,19.24
1132,9921,巨大,"1,979,006","5,634","622,951,672",323.00,327.50,309.00,317.00,-,12.0,317.00,16,317.50,3,19.34
1133,9924,福興,"95,636",143,"3,958,797",41.60,41.60,41.30,41.30,-,0.3,41.30,11,41.35,1,11.50
1134,9925,新保,"146,208",184,"5,731,723",39.25,39.30,39.15,39.20,-,0.05,39.15,38,39.20,1,15.94
1135,9926,新海,"7,303",12,"356,182",48.75,48.85,48.70,48.70,-,0.85,48.70,4,48.80,7,20.29
1136,9927,泰銘,"201,630",257,"7,647,952",38.05,38.05,37.80,38.00,-,0.15,37.95,2,38.00,2,8.58
1137,9928,中視,"10,664",8,"68,550",6.30,6.72,6.30,6.72,-,0.05,6.47,2,6.75,2,0.00
1138,9929,秋雨,"62,024",27,"581,307",9.36,9.42,9.29,9.40,-,0.09,9.34,5,9.40,1,0.00
1139,9930,中聯資源,"71,130",153,"3,205,722",45.15,45.15,45.00,45.05,-,0.1,45.00,34,45.05,2,15.43
1140,9931,欣高,590,2,"23,595",--,--,--,--, ,0.0,39.40,2,39.65,2,21.67
1141,9933,中鼎,"1,202,742",794,"46,515,763",38.80,38.85,38.50,38.50,-,0.3,38.50,81,38.55,2,22.78
1142,9934,成霖,"162,200",89,"2,360,810",14.60,14.60,14.50,14.55,-,0.1,14.55,3,14.60,10,17.32
1143,9935,慶豐富,"90,028",69,"1,686,446",18.90,18.90,18.60,18.60,-,0.35,18.55,12,18.60,4,18.79
1144,9937,全國,"19,571",43,"960,371",48.90,49.25,48.85,48.95,-,0.4,48.90,1,49.25,3,18.54
1145,9938,百和,"701,711",909,"58,017,222",83.40,83.80,82.00,82.10,-,1.5,82.10,9,82.30,1,12.07
1146,9939,宏全,"671,313","1,279","48,178,364",71.80,72.30,71.50,71.60,-,1.0,71.50,24,71.70,25,10.80
1147,9940,信義,"468,799",431,"16,165,379",34.50,34.65,34.40,34.50,-,0.25,34.45,2,34.50,34,11.09
1148,9941,裕融,"624,876","2,713","109,716,130",177.50,177.50,174.50,175.00,-,2.5,174.50,6,175.00,3,18.54
1149,9941A,裕融甲特,"28,000",12,"1,431,500",51.10,51.40,51.10,51.40,+,0.1,51.10,5,51.30,6,0.00
1150,9942,茂順,"227,499",215,"20,834,450",92.40,92.40,91.20,91.50,-,1.2,91.30,6,91.90,3,14.01
1151,9943,好樂迪,"78,893",106,"4,667,480",59.10,59.30,59.00,59.20,+,0.1,59.20,1,59.30,11,236.80
1152,9944,新麗,"204,471",132,"4,595,379",22.60,22.65,22.15,22.50,-,0.15,22.20,6,22.55,4,68.18
1153,9945,潤泰新,"7,691,171","7,829","500,822,377",65.60,66.00,64.60,64.80,-,1.5,64.70,154,64.80,29,9.14
1154,9946,三發地產,"109,865",86,"1,607,275",14.75,14.75,14.60,14.60,-,0.15,14.60,5,14.65,1,34.76
1155,9955,佳龍,"87,839",234,"1,486,062",16.95,17.00,16.85,16.85,-,0.15,16.80,5,16.90,4,0.00
1156,9958,世紀鋼,"2,092,954","1,289","234,598,315",112.00,114.00,111.00,111.00,-,2.5,111.00,224,111.50,1,18.41
