,證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比
435,2323,中環,"110,111,000","27,304","1,355,593,734",12.55,12.95,11.80,11.80,-,1.0,11.80,"1,432",11.85,209,21.45
436,2324,仁寶,"25,494,389","6,588","643,414,514",25.35,25.45,25.00,25.45, ,0.0,25.40,3,25.45,"3,853",7.90
437,2327,國巨,"5,150,049","6,795","2,425,068,163",476.00,478.00,467.00,469.50,-,12.0,469.00,69,469.50,26,10.56
438,2328,廣宇,"1,472,984","1,190","54,848,486",37.00,37.50,37.00,37.10,-,0.1,37.05,59,37.10,19,21.70
439,2329,華泰,"2,970,289","1,622","70,710,992",23.95,24.10,23.60,23.60,-,0.75,23.60,238,23.65,3,17.61
440,2330,台積電,"53,966,101","66,088","34,642,476,570",644.00,646.00,637.00,641.00,-,10.0,641.00,39,642.00,376,29.00
441,2331,精英,"1,575,604",672,"32,371,378",20.70,20.90,20.35,20.35,-,0.55,20.35,27,20.40,2,0.00
442,2332,友訊,"2,569,081","1,334","43,540,284",17.10,17.10,16.85,16.85,-,0.35,16.80,382,16.85,10,12.57
443,2337,旺宏,"10,422,195","5,753","411,630,859",39.80,39.90,39.25,39.35,-,0.7,39.35,263,39.40,31,7.75
444,2338,光罩,"10,955,422","9,117","1,112,901,510",102.00,104.00,99.80,99.80,-,5.7,99.80,25,99.90,1,15.21
445,2340,台亞,"14,529,020","7,727","878,819,510",61.00,61.50,59.80,59.80,-,2.2,59.70,147,59.80,16,30.67
446,2342,茂矽,"1,393,317",977,"62,171,572",45.35,45.35,44.00,44.00,-,1.5,44.00,50,44.05,1,21.46
447,2344,華邦電,"20,684,620","9,516","623,273,825",30.45,30.65,29.90,30.00,-,0.75,29.95,157,30.00,155,12.24
448,2345,智邦,"1,669,430","2,207","436,257,640",261.50,265.00,257.00,263.50, ,0.0,263.50,1,264.00,14,32.37
449,2347,聯強,"5,516,119","5,001","375,925,522",68.20,68.60,67.70,68.50,-,0.4,68.10,19,68.50,144,6.84
450,2348,海悅,"513,221","2,702","55,710,492",111.00,111.00,107.00,108.00,-,4.5,107.50,2,108.00,5,8.65
451,2348A,海悅甲特,"5,247",7,"198,777",38.05,38.05,37.90,37.95, ,0.0,37.95,2,38.00,4,0.00
452,2349,錸德,"7,489,682","1,839","74,659,041",10.10,10.15,9.89,9.90,-,0.3,9.90,31,9.91,6,0.00
453,2351,順德,"1,536,219",934,"225,852,444",145.50,149.00,144.00,148.00,-,1.0,147.50,13,148.00,49,34.34
454,2352,佳世達,"5,684,731","3,858","175,127,171",31.10,31.25,30.50,30.55,-,0.55,30.50,432,30.55,43,6.63
455,2353,宏碁,"31,211,293","14,308","924,896,682",30.40,30.40,29.30,29.50,-,1.0,29.45,1,29.50,"1,432",8.31
456,2354,鴻準,"4,272,001","2,709","264,633,377",61.50,62.70,61.30,62.00, ,0.0,62.00,124,62.10,12,18.51
457,2355,敬鵬,"5,409,666","3,064","192,448,448",36.00,36.35,35.05,35.15,-,1.35,35.15,104,35.20,37,30.83
458,2356,英業達,"15,760,421","4,303","397,978,903",25.20,25.55,25.00,25.15,-,0.3,25.15,6,25.25,25,15.06
459,2357,華碩,"2,566,698","2,497","964,688,297",377.50,377.50,374.00,377.00,-,1.5,376.00,1,377.00,97,6.61
460,2358,廷鑫,"27,552,832","12,979","700,098,823",24.90,26.00,24.60,24.60,+,0.25,24.60,11,24.65,10,35.65
461,2359,所羅門,"42,764,640","17,666","1,096,256,402",25.60,26.70,24.10,24.10,-,1.85,24.10,52,24.15,8,49.18
462,2360,致茂,"2,423,567","3,033","514,179,410",215.50,217.50,206.00,213.00,-,5.0,213.00,5,214.00,3,21.26
463,2362,藍天,"409,997",243,"12,891,202",31.55,31.65,31.35,31.35,-,0.3,31.35,12,31.40,8,12.01
464,2363,矽統,"3,769,769","2,093","90,199,833",24.15,24.35,23.70,23.75,-,0.55,23.75,55,23.80,213,131.94
465,2364,倫飛,"88,271",85,"1,484,588",17.60,17.60,16.05,16.30,-,1.45,16.30,1,16.70,1,12.26
466,2365,昆盈,"1,747,457",753,"21,034,853",12.00,12.35,11.80,11.80,-,0.3,11.80,21,11.85,10,36.88
467,2367,燿華,"2,226,826","1,037","40,574,942",18.30,18.40,18.15,18.15,-,0.35,18.15,170,18.20,14,0.00
468,2368,金像電,"31,437,283","17,414","2,539,810,051",82.70,83.50,79.40,79.80,-,4.4,79.80,78,79.90,8,17.50
469,2369,菱生,"3,322,030","2,027","82,722,630",25.10,25.20,24.65,24.65,-,0.85,24.65,80,24.70,14,17.00
470,2371,大同,"10,575,307","4,494","314,651,336",30.00,30.25,29.55,29.55,-,0.45,29.55,93,29.60,129,369.38
471,2373,震旦行,"20,557",44,"1,841,056",89.90,89.90,89.40,89.40,-,0.4,89.40,4,89.60,1,14.10
472,2374,佳能,"17,393,897","8,859","510,491,163",30.25,30.60,28.60,28.60,-,1.85,28.60,74,28.65,1,12.94
473,2375,凱美,"1,242,906","1,044","112,868,263",91.50,91.80,90.00,90.00,-,2.2,90.00,106,90.10,1,10.75
474,2376,技嘉,"7,076,471","4,536","995,353,564",140.50,143.00,138.50,141.00,-,1.0,140.00,11,141.00,170,8.31
475,2377,微星,"1,311,414","1,421","205,164,103",157.00,158.50,155.50,156.00,-,2.0,156.00,20,156.50,107,8.77
476,2379,瑞昱,"1,874,305","1,798","1,017,798,498",538.00,546.00,537.00,544.00,+,4.0,543.00,1,544.00,25,18.68
477,2380,虹光,"970,280",560,"14,468,122",15.05,15.10,14.80,14.80,-,0.55,14.80,117,14.85,5,0.00
478,2382,廣達,"9,359,986","4,744","863,993,166",92.50,92.90,91.80,92.90,+,0.1,92.80,67,92.90,125,10.85
479,2383,台光電,"2,275,271","2,639","623,785,498",275.50,278.00,270.00,273.00,-,6.0,273.00,2,273.50,12,18.26
480,2385,群光,"3,094,923","2,016","278,617,266",89.70,90.30,89.50,90.30, ,0.0,90.20,8,90.30,177,11.13
481,2387,精元,"832,449",525,"37,245,628",45.60,45.60,44.45,44.80,-,1.0,44.55,1,44.80,4,7.01
482,2388,威盛,"10,167,455","5,815","719,978,683",70.00,72.20,69.30,70.40,-,0.6,70.30,33,70.40,128,6.11
483,2390,云辰,"1,332,356",764,"27,842,136",21.05,21.30,20.55,20.55,-,0.65,20.55,10,20.60,12,3.23
484,2392,正崴,"1,672,708","1,238","64,375,823",38.85,38.85,38.35,38.40,-,0.6,38.40,11,38.45,22,15.48
485,2393,億光,"12,920,479","7,387","711,650,663",55.30,55.90,54.40,54.40,-,1.9,54.40,76,54.50,2,12.06
486,2395,研華,"872,684","1,065","338,290,661",389.50,397.00,383.00,383.00,-,14.5,383.00,29,383.50,16,38.57
487,2397,友通,"55,833",36,"3,396,199",61.00,61.00,60.70,60.70,-,0.9,60.70,7,60.90,2,25.08
488,2399,映泰,"1,439,367",789,"31,087,465",21.80,22.00,21.40,21.45,-,0.55,21.45,27,21.50,23,12.26
489,2401,凌陽,"4,894,194","3,530","172,519,834",35.60,36.05,34.85,35.00,-,1.1,35.00,38,35.05,32,20.71
490,2402,毅嘉,"768,652",333,"12,407,984",16.30,16.30,16.05,16.10,-,0.3,16.10,60,16.15,26,21.47
491,2404,漢唐,"832,875","1,348","148,637,943",180.50,182.50,177.00,177.00,-,4.0,177.00,30,177.50,12,11.81
492,2405,浩鑫,"4,677,555","2,042","68,783,019",15.00,15.10,14.50,14.55,-,0.65,14.55,68,14.60,12,50.17
493,2406,國碩,"8,334,758","4,264","214,315,566",26.05,26.40,25.25,25.30,-,0.8,25.25,79,25.35,31,64.87
494,2408,南亞科,"15,253,081","12,755","1,108,434,328",74.30,74.80,72.00,72.30,-,2.8,72.30,1,72.40,159,12.91
495,2409,友達,"227,334,187","56,124","4,824,032,268",21.25,21.50,21.00,21.10,-,1.25,21.10,396,21.15,"1,358",3.41
496,2412,中華電,"5,788,011","2,636","674,220,709",116.50,117.00,116.00,117.00,+,0.5,116.50,425,117.00,"1,083",25.71
497,2413,環科,"520,002",326,"11,110,830",21.60,21.90,21.05,21.35,-,0.25,21.30,1,21.35,8,266.88
498,2414,精技,"244,956",211,"8,477,299",35.00,35.00,34.50,34.60,-,0.4,34.55,17,34.65,1,10.55
499,2415,錩新,"391,227",298,"15,317,034",39.80,40.00,39.00,39.00,-,1.2,39.00,19,39.20,2,12.83
500,2417,圓剛,"1,627,272","1,449","52,872,739",32.40,33.30,32.00,32.00,-,0.6,31.95,4,32.00,15,11.85
501,2419,仲琦,"567,583",372,"12,124,544",21.85,21.95,21.25,21.25,-,0.6,21.25,6,21.30,2,43.37
502,2420,新巨,"374,761",303,"15,699,011",41.80,42.20,41.70,41.90,-,0.2,41.90,2,41.95,3,11.74
503,2421,建準,"16,789,396","10,142","788,948,732",47.20,48.60,44.65,44.65,-,3.45,44.65,80,44.80,1,27.39
504,2423,固緯,"213,910",145,"5,799,065",27.00,27.30,27.00,27.00,-,0.2,27.00,12,27.10,6,15.52
505,2424,隴華,"16,010",16,"306,089",18.80,19.75,18.80,19.05,+,0.25,18.85,2,19.95,1,0.00
506,2425,承啟,"135,008",98,"3,858,176",29.00,29.00,28.40,28.45,-,0.45,28.45,2,28.50,3,24.32
507,2426,鼎元,"13,232,205","6,769","377,304,292",29.00,29.45,27.90,28.15,-,1.65,28.10,8,28.15,76,34.33
508,2427,三商電,"1,510,083",590,"19,824,374",13.40,13.40,12.95,13.10,-,0.4,13.05,7,13.10,21,21.13
509,2428,興勤,"327,619",569,"48,954,283",150.00,152.50,147.00,147.00,-,5.0,147.00,9,148.00,1,11.44
510,2429,銘旺科,"97,000",43,"1,752,200",18.00,18.35,17.80,17.95,-,0.75,17.95,1,18.10,2,0.00
511,2430,燦坤,"268,959",262,"9,463,335",35.60,35.60,35.05,35.10,-,0.55,35.10,4,35.15,16,10.51
512,2431,聯昌,"358,249",177,"4,338,259",12.15,12.25,12.05,12.20, ,0.0,12.15,3,12.20,5,9.92
513,2433,互盛電,"58,292",48,"2,972,543",51.00,51.20,50.90,50.90,-,0.4,50.90,11,51.00,4,13.29
514,2434,統懋,"19,000",18,"706,500",37.35,37.50,36.60,37.10,-,0.65,37.05,2,37.40,2,53.77
515,2436,偉詮電,"3,626,501","2,949","311,259,690",87.20,87.50,83.90,83.90,-,4.1,83.90,5,84.00,4,20.27
516,2438,翔耀,"81,592",48,"1,253,062",15.70,15.70,15.00,15.30,-,0.4,15.20,2,15.30,3,510.00
517,2439,美律,"645,889",594,"58,328,718",90.90,91.40,89.80,89.90,-,1.2,89.90,17,90.20,4,16.26
518,2440,太空梭,"467,255",310,"8,447,758",18.40,18.40,17.85,17.85,-,0.75,17.85,14,18.00,10,17.00
519,2441,超豐,"1,022,311",692,"76,490,120",75.20,75.30,74.60,74.60,-,0.8,74.50,177,74.60,5,10.16
520,2442,新美齊,"2,125,421",921,"26,767,840",12.65,12.85,12.40,12.40,-,0.25,12.40,114,12.45,2,4.98
521,2443,昶虹,"117,001",54,"428,233",3.70,3.70,3.59,3.65,-,0.16,3.64,7,3.65,1,0.00
522,2444,兆勁,"355,101",176,"4,510,625",12.90,12.95,12.55,12.65,-,0.2,12.60,10,12.65,2,0.00
523,2449,京元電子,"11,327,906","5,548","522,122,250",46.45,46.70,45.30,46.10,-,0.6,46.05,149,46.10,120,13.32
524,2450,神腦,"149,379",124,"4,900,475",32.90,32.90,32.75,32.80,-,0.3,32.80,10,32.85,3,14.77
525,2451,創見,"502,389",446,"35,446,451",71.00,71.00,70.30,70.30,-,0.7,70.30,43,70.40,2,13.07
526,2453,凌群,"716,707",447,"19,062,328",27.15,27.15,26.15,26.30,-,1.0,26.30,16,26.40,1,12.89
527,2454,聯發科,"6,033,179","9,424","6,440,155,680","1,060.00","1,080.00","1,055.00","1,070.00",-,20.0,"1,065.00",116,"1,070.00",71,17.71
528,2455,全新,"1,677,891","1,883","216,163,040",128.50,132.50,126.50,127.00,-,3.5,126.50,231,127.00,4,29.00
529,2457,飛宏,"14,386,805","7,608","622,221,690",44.10,44.75,42.10,42.55,-,1.9,42.50,98,42.55,6,0.00
530,2458,義隆,"1,693,255","1,401","272,377,856",161.50,162.50,159.50,162.00,-,1.5,161.00,5,162.00,43,9.28
531,2459,敦吉,"127,056",238,"7,271,156",57.30,57.70,56.90,57.20,-,0.8,57.00,3,57.40,4,11.09
532,2460,建通,"901,413",457,"25,626,263",28.80,28.80,28.20,28.20,-,0.8,28.20,13,28.25,5,20.58
533,2461,光群雷,"3,328,327","1,710","81,298,600",24.50,24.85,24.20,24.20,-,0.6,24.20,3,24.25,3,9.53
534,2462,良得電,"647,502",423,"18,513,456",28.80,29.00,28.10,28.60,-,0.35,28.55,1,28.60,6,33.26
535,2464,盟立,"712,297",514,"30,524,998",43.00,43.40,42.50,42.50,-,1.1,42.50,7,42.70,5,15.80
536,2465,麗臺,"1,741,473","1,431","120,227,141",70.30,70.90,67.80,68.00,-,2.9,67.90,14,68.00,3,9.43
537,2466,冠西電,"69,010",63,"2,387,297",35.00,35.05,34.30,34.30,-,0.7,34.30,4,34.55,3,"1,143.33"
538,2467,志聖,"391,876",301,"19,315,367",49.50,49.60,49.05,49.05,-,0.65,49.05,16,49.10,3,11.76
539,2468,華經,"62,149",47,"831,186",13.45,13.45,13.30,13.30,-,0.35,13.30,12,13.35,1,30.23
540,2471,資通,"409,473",291,"10,128,502",25.70,25.70,24.10,24.70,-,1.0,24.70,8,24.85,2,12.86
541,2472,立隆電,"899,978",702,"59,815,476",67.50,67.50,65.80,65.90,-,1.9,65.80,15,65.90,5,12.43
542,2474,可成,"2,937,264","4,109","466,297,728",160.00,160.50,158.00,158.50,-,3.0,158.00,287,158.50,71,6.31
543,2476,鉅祥,"4,007,480","2,826","248,014,325",62.00,63.20,60.60,60.60,-,2.0,60.60,16,60.70,1,17.77
544,2477,美隆電,"249,812",231,"7,531,087",30.35,30.60,29.90,29.95,-,0.45,29.90,7,29.95,7,3.55
545,2478,大毅,"156,500",158,"9,667,917",62.60,62.60,61.50,61.50,-,1.1,61.50,19,61.60,4,10.90
546,2480,敦陽科,"353,539",359,"28,488,225",80.20,81.80,79.70,80.80,+,0.3,80.70,2,80.80,4,15.54
547,2481,強茂,"7,196,016","4,772","644,283,064",88.80,90.80,88.70,88.70,-,1.6,88.70,39,88.80,133,17.39
548,2482,連宇,"775,547",437,"11,644,732",15.60,15.60,14.60,14.60,-,1.0,14.60,5,14.65,1,0.00
549,2483,百容,"227,340",155,"5,481,384",24.30,24.40,24.00,24.05,-,0.45,24.05,4,24.10,11,20.73
550,2484,希華,"1,625,564","1,080","55,220,664",34.40,34.45,33.65,33.75,-,0.85,33.65,10,33.75,6,17.40
551,2485,兆赫,"2,164,817","2,070","41,819,287",19.70,19.70,19.10,19.20,-,0.7,19.20,27,19.25,4,0.00
552,2486,一詮,"1,805,124","1,410","81,185,237",45.30,45.35,44.50,44.55,-,1.25,44.55,50,44.60,2,34.53
553,2488,漢平,"83,362",95,"2,334,279",28.45,28.45,27.85,28.00,-,0.3,27.95,1,28.00,6,15.14
554,2489,瑞軒,"2,174,349","1,125","36,774,361",17.00,17.00,16.85,16.90,-,0.2,16.85,85,16.90,19,2.14
555,2491,吉祥全,"135,788",106,"2,564,358",19.20,19.20,18.75,18.75,-,0.45,18.75,2,18.85,1,10.47
556,2492,華新科,"1,906,752","1,816","297,064,000",157.00,157.00,155.00,155.50,-,3.0,155.50,12,156.00,43,8.71
557,2493,揚博,"166,106",131,"6,274,660",37.80,37.85,37.70,37.80,-,0.15,37.75,10,37.85,6,14.21
558,2495,普安,"1,348,779",654,"22,702,563",17.15,17.15,16.55,16.75,-,0.45,16.75,32,16.80,34,67.00
559,2496,卓越,"12,101",13,"598,029",49.50,49.60,49.30,49.45,-,0.25,49.30,4,49.50,1,16.88
560,2497,怡利電,"18,295,660","11,784","1,472,195,847",79.30,82.00,78.50,79.70,-,1.1,79.70,8,79.80,28,498.12
561,2498,宏達電,"58,330,816","27,682","4,049,706,839",68.90,71.40,67.50,69.10,-,0.1,69.10,325,69.20,40,0.00
562,2501,國建,"597,809",359,"11,402,880",19.10,19.15,19.00,19.05,-,0.15,19.05,63,19.10,17,25.07
563,2504,國產,"3,019,041","1,263","77,987,571",25.85,26.05,25.70,25.80,-,0.2,25.80,55,25.85,13,10.93
564,2505,國揚,"672,356",478,"15,748,617",23.20,23.80,23.20,23.25,-,0.1,23.25,6,23.30,6,8.61
565,2506,太設,"92,240",131,"858,523",9.32,9.36,9.29,9.29,-,0.08,9.29,12,9.30,26,18.58
566,2509,全坤建,"236,244",263,"4,262,151",18.35,18.35,18.00,18.10, ,0.0,18.05,7,18.10,3,17.40
567,2511,太子,"1,540,107",483,"20,452,100",13.45,13.45,13.20,13.20,-,0.25,13.20,89,13.25,13,13.20
568,2514,龍邦,"109,915",88,"1,913,650",17.50,17.50,17.35,17.50,-,0.05,17.40,1,17.50,2,2.89
569,2515,中工,"6,833,836","2,007","61,847,665",9.16,9.17,8.96,8.96,-,0.18,8.96,150,8.97,3,27.15
570,2516,新建,"535,628",202,"3,332,163",6.36,6.36,6.17,6.20,-,0.16,6.18,20,6.20,11,0.00
571,2520,冠德,"1,470,595","1,193","52,933,790",36.30,36.30,35.90,35.95,-,0.4,35.95,53,36.00,21,4.23
572,2524,京城,"56,439",56,"2,200,368",38.65,39.70,38.65,38.80,-,0.6,38.75,4,38.90,2,9.35
573,2527,宏璟,"428,747",376,"12,807,097",30.45,30.45,29.50,29.50,-,0.9,29.50,10,29.55,2,4.80
574,2528,皇普,"53,000",33,"1,133,750",21.40,21.45,21.35,21.40,-,0.1,21.35,32,21.45,9,33.44
575,2530,華建,"459,394",162,"6,704,746",14.75,14.75,14.55,14.55,-,0.2,14.55,9,14.60,1,0.00
576,2534,宏盛,"908,971",684,"21,331,937",23.50,23.65,23.35,23.50,-,0.15,23.45,13,23.50,3,13.20
577,2535,達欣工,"604,144",486,"19,903,194",33.10,33.10,32.85,33.00,-,0.15,32.95,12,33.00,33,8.68
578,2536,宏普,"259,356",111,"5,870,702",22.55,22.70,22.55,22.60,-,0.1,22.60,9,22.65,1,75.33
579,2537,聯上發,"2,021,331",485,"20,267,944",10.05,10.15,9.96,9.98,-,0.12,9.98,13,9.99,2,9.50
580,2538,基泰,"1,283,478",461,"15,479,997",12.10,12.35,11.90,11.90,-,0.3,11.90,245,11.95,2,0.00
581,2539,櫻花建,"271,247",197,"8,307,980",30.60,30.80,30.55,30.80,+,0.2,30.60,1,30.80,4,23.16
582,2540,愛山林,"71,000",54,"5,121,400",72.00,72.50,71.80,72.50,+,0.5,72.50,7,72.80,2,13.16
583,2542,興富發,"6,428,797","2,490","291,391,709",46.15,46.30,46.05,46.25,+,0.1,46.20,2,46.25,10,7.63
584,2543,皇昌,"66,343",42,"495,968",7.66,7.66,7.41,7.43,-,0.08,7.43,3,7.46,6,30.96
585,2545,皇翔,"433,386",415,"16,744,352",39.00,39.00,38.45,38.80,-,0.35,38.55,6,38.80,5,8.60
586,2546,根基,"126,440",143,"6,407,376",51.40,51.40,50.30,50.30,-,0.9,50.30,26,50.40,2,7.16
587,2547,日勝生,"2,710,717",606,"29,326,689",10.95,11.00,10.70,10.80,-,0.2,10.75,4,10.80,27,54.00
588,2548,華固,"213,996",204,"19,376,092",90.60,90.70,90.40,90.60, ,0.0,90.50,11,90.60,4,11.21
589,2597,潤弘,"150,216",693,"18,857,512",126.00,127.00,124.00,124.00,-,2.0,124.00,17,124.50,2,12.90
590,2601,益航,"4,401,320","1,856","50,817,664",11.75,11.75,11.45,11.45,-,0.3,11.45,257,11.50,98,47.71
591,2603,長榮,"178,893,090","92,380","21,210,036,231",122.00,122.50,115.50,115.50,-,8.5,115.50,"2,286",116.00,358,3.56
592,2605,新興,"6,216,961","3,389","159,170,132",26.20,26.30,25.20,25.25,-,1.2,25.20,89,25.25,13,64.74
593,2606,裕民,"3,918,415","2,734","216,093,752",55.50,55.70,54.80,54.80,-,1.2,54.80,99,54.90,10,12.96
594,2607,榮運,"4,543,175","1,918","131,395,607",29.20,29.20,28.70,28.70,-,0.5,28.70,128,28.75,6,36.79
595,2608,嘉里大榮,"7,847,399","4,714","369,656,853",46.00,48.60,45.55,46.60,+,0.6,46.60,21,46.65,92,15.69
596,2609,陽明,"65,444,819","35,098","6,588,699,602",103.00,103.50,99.00,99.00,-,5.0,99.00,804,99.10,45,2.88
597,2610,華航,"109,473,210","35,478","2,651,403,904",24.60,24.75,23.95,23.95,-,1.05,23.95,672,24.00,769,36.85
598,2611,志信,"949,771",651,"16,701,838",17.95,17.95,17.40,17.40,-,0.65,17.40,1,17.45,9,6.24
599,2612,中航,"1,027,793",696,"50,913,745",50.40,50.40,49.20,49.20,-,1.3,49.20,7,49.25,13,12.58
600,2613,中櫃,"396,808",407,"9,418,295",24.20,24.20,23.40,23.60,-,0.8,23.50,5,23.60,5,22.91
601,2614,東森,"26,874,231","13,792","986,652,573",35.50,37.80,35.50,36.15,+,0.05,36.15,179,36.20,4,23.78
602,2615,萬海,"27,312,230","17,387","4,234,401,156",159.50,159.50,151.50,151.50,-,9.5,151.50,814,152.00,344,4.80
603,2616,山隆,"66,866",183,"2,442,866",36.70,36.70,36.50,36.55,-,0.1,36.50,13,36.55,3,11.94
604,2617,台航,"2,181,123","1,394","71,305,459",33.30,33.30,32.35,32.40,-,1.2,32.40,6,32.45,2,12.61
605,2618,長榮航,"65,173,715","21,127","1,599,003,936",24.90,25.05,24.05,24.35,-,0.95,24.35,173,24.40,119,0.00
606,2630,亞航,"94,052",82,"1,648,468",17.80,17.80,17.45,17.45,-,0.3,17.45,22,17.55,2,36.35
607,2633,台灣高鐵,"7,624,718","4,120","217,689,680",28.75,28.80,28.45,28.55,-,0.3,28.55,2,28.60,177,30.37
608,2634,漢翔,"1,764,556",839,"52,013,517",29.60,29.65,29.30,29.45,-,0.35,29.40,70,29.45,25,57.75
609,2636,台驊投控,"2,970,843","2,600","351,585,018",121.50,122.50,116.00,116.00,-,6.5,116.00,79,116.50,8,5.41
610,2637,慧洋-KY,"9,944,003","5,772","765,673,592",75.90,77.60,75.50,77.50,+,1.4,77.40,5,77.50,26,10.42
611,2642,宅配通,"16,333,678","10,355","1,429,186,875",83.60,90.50,83.40,88.30,+,3.3,88.20,8,88.30,41,33.70
612,2701,萬企,"155,178",62,"1,854,391",12.05,12.05,11.90,11.90,-,0.2,11.90,15,11.95,2,44.07
613,2702,華園,"148,599",137,"3,645,718",24.55,24.65,24.40,24.40,-,0.35,24.40,4,24.50,1,0.00
614,2704,國賓,"327,962",105,"10,258,428",31.25,31.35,31.05,31.35,+,0.05,31.25,16,31.35,22,0.00
615,2705,六福,"142,789",152,"2,440,166",17.30,17.30,17.00,17.25,-,0.05,17.10,2,17.25,6,0.00
616,2706,第一店,"184,233",212,"2,576,149",14.15,14.15,13.90,13.95,-,0.2,13.90,51,13.95,1,46.50
617,2707,晶華,"179,553",235,"26,175,921",146.00,146.50,145.00,145.50,-,2.0,145.00,29,145.50,10,8.81
618,2712,遠雄來,50,2,"1,922",--,--,--,--, ,0.0,37.05,1,37.65,1,"1,255.00"
619,2722,夏都,"11,120",13,"334,552",30.20,30.75,29.85,29.85,-,0.35,29.80,4,29.85,1,"1,492.50"
620,2723,美食-KY,"719,241",908,"76,665,719",106.50,108.50,105.00,105.00,-,1.5,105.00,81,105.50,1,14.96
621,2727,王品,"448,275",725,"57,925,447",128.00,131.50,126.50,126.50,-,3.0,126.50,12,127.00,8,0.00
622,2731,雄獅,"257,336",260,"22,069,864",86.10,86.40,85.00,85.60,-,0.5,85.60,1,85.80,3,0.00
623,2739,寒舍,"37,167",43,"814,646",22.15,22.20,21.70,22.00, ,0.0,21.80,1,22.05,1,0.00
624,2748,雲品,"55,642",51,"2,124,781",38.30,38.30,38.15,38.20,-,0.2,38.20,1,38.25,1,0.00
625,2753,八方雲集,"250,030",226,"31,302,865",126.00,126.00,125.00,126.00,-,0.5,125.50,5,126.00,9,13.49
626,2801,彰銀,"15,385,412","4,820","272,140,459",17.75,17.85,17.60,17.70,-,0.2,17.65,226,17.70,924,22.69
627,2809,京城銀,"2,524,109","1,720","102,033,262",40.70,40.70,40.30,40.40,-,0.4,40.40,51,40.45,44,5.87
628,2812,台中銀,"13,412,256","4,821","177,550,527",13.40,13.40,13.20,13.20,-,0.25,13.20,711,13.25,345,12.34
629,2816,旺旺保,"240,530",162,"4,900,906",20.65,20.65,20.20,20.20,-,0.55,20.20,35,20.40,3,9.53
630,2820,華票,"1,126,138",631,"19,760,096",17.60,17.70,17.45,17.50,-,0.2,17.45,187,17.50,395,12.87
631,2832,台產,"335,469",186,"6,796,906",20.35,20.35,20.20,20.25,-,0.1,20.20,33,20.25,23,289.29
632,2834,臺企銀,"34,027,586","7,217","352,243,619",10.40,10.45,10.30,10.35,-,0.15,10.30,"4,614",10.35,694,15.68
633,2836,高雄銀,"2,562,334",944,"34,410,095",13.35,13.80,13.30,13.40,-,0.25,13.35,8,13.40,4,18.36
634,2836A,高雄銀甲特,"16,000",11,"394,650",24.70,24.70,24.65,24.65, ,0.0,24.65,3,24.70,10,0.00
635,2838,聯邦銀,"3,847,391","1,212","54,946,199",14.40,14.40,14.15,14.15,-,0.35,14.15,407,14.20,17,10.88
636,2838A,聯邦銀甲特,"74,018",43,"3,893,545",52.60,52.70,52.60,52.60, ,0.0,52.50,67,52.60,15,0.00
637,2841,台開,"751,108",305,"2,933,072",3.90,3.94,3.89,3.90,-,0.03,3.89,10,3.90,23,0.00
638,2845,遠東銀,"5,843,637","1,451","64,666,080",11.15,11.15,11.00,11.05,-,0.15,11.05,50,11.10,679,16.25
639,2849,安泰銀,"175,802",89,"2,881,717",16.45,16.50,16.35,16.35,-,0.15,16.35,21,16.45,2,12.87
640,2850,新產,"242,627",157,"11,699,067",48.50,48.55,48.05,48.05,-,0.75,48.05,13,48.10,4,7.12
641,2851,中再保,"1,022,423",715,"29,470,945",29.05,29.10,28.60,28.65,-,0.45,28.65,73,28.70,22,9.74
642,2852,第一保,"472,203",189,"7,187,872",15.45,15.45,15.10,15.10,-,0.3,15.10,39,15.15,1,10.49
643,2855,統一證,"2,944,343","1,595","67,054,380",23.00,23.00,22.60,22.65,-,0.5,22.65,38,22.70,46,6.51
644,2867,三商壽,"11,408,386","3,732","111,170,637",9.84,9.90,9.64,9.66,-,0.28,9.65,68,9.67,7,8.33
645,2880,華南金,"23,292,124","7,264","511,998,054",22.15,22.20,21.85,21.95,-,0.35,21.95,48,22.00,695,16.14
646,2881,富邦金,"33,297,980","20,293","2,560,133,727",77.50,77.70,76.50,76.70,-,1.6,76.60,229,76.70,469,6.32
647,2881A,富邦特,"97,213",30,"6,143,738",63.20,63.30,63.10,63.30, ,0.0,63.10,120,63.30,92,0.00
648,2881B,富邦金乙特,"17,663",59,"1,109,992",62.90,63.00,62.60,63.00,+,0.1,62.60,4,62.80,1,0.00
649,2881C,富邦金丙特,"75,279",197,"4,528,813",60.20,60.20,60.10,60.10,-,0.1,60.10,326,60.20,66,0.00
650,2882,國泰金,"43,180,251","18,837","2,792,496,746",65.20,65.30,64.20,64.40,-,1.4,64.40,258,64.50,212,7.13
651,2882A,國泰特,"96,114",49,"6,054,757",62.90,63.00,62.90,63.00, ,0.0,62.90,125,63.00,44,0.00
652,2882B,國泰金乙特,"32,300",11,"2,029,240",62.90,63.00,62.80,63.00, ,0.0,62.80,28,62.90,1,0.00
653,2883,開發金,"124,608,494","39,849","2,294,171,288",18.55,18.65,18.25,18.40,-,0.35,18.35,"1,321",18.40,"2,981",8.00
