,證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比
305,1604,聲寶,"595,976",379,"18,281,274",30.65,30.75,30.55,30.75,+,0.05,30.70,3,30.75,52,6.64
306,1605,華新,"4,154,089","2,416","107,920,519",26.10,26.15,25.80,25.90,-,0.4,25.90,42,25.95,78,7.49
307,1608,華榮,"1,217,653",478,"25,036,011",20.75,20.75,20.45,20.55,-,0.2,20.55,55,20.60,34,5.68
308,1609,大亞,"4,106,787","2,354","98,030,226",23.75,24.25,23.50,23.95,+,0.15,23.95,45,24.00,52,13.69
309,1611,中電,"27,469,875","10,256","554,057,090",18.95,20.75,18.85,20.00,+,0.9,19.95,37,20.00,21,142.86
310,1612,宏泰,"724,648",416,"17,984,525",25.00,25.00,24.75,24.75,-,0.35,24.75,122,24.80,29,12.38
311,1614,三洋電,"15,433",17,"549,960",35.45,35.65,35.45,35.50,+,0.05,35.45,5,35.50,17,27.73
312,1615,大山,"55,442",46,"1,767,580",31.95,32.05,31.75,31.85,+,0.05,31.80,1,31.85,1,10.27
313,1616,億泰,"316,853",223,"3,451,122",10.90,10.95,10.85,10.85,-,0.1,10.85,65,10.90,10,32.88
314,1617,榮星,"94,078",54,"1,684,538",17.75,18.00,17.70,18.00,+,0.2,18.00,2,18.05,7,13.04
315,1618,合機,"91,228",121,"1,265,428",13.85,13.95,13.80,13.85,-,0.15,13.85,11,13.90,6,12.82
316,1626,艾美特-KY,"765,792",340,"16,051,644",19.50,21.30,19.50,21.30,+,1.9,21.30,172,--,0,0.00
317,1701,中化,"272,717",182,"6,102,736",22.50,22.50,22.30,22.35,-,0.15,22.30,86,22.35,21,14.51
318,1702,南僑,"268,332",239,"13,232,185",49.45,49.45,49.25,49.25,-,0.15,49.25,38,49.30,3,11.07
319,1707,葡萄王,"234,809",331,"37,007,762",159.00,159.00,157.00,157.50,-,0.5,157.00,92,157.50,23,18.21
320,1708,東鹼,"3,193,108","4,436","109,218,399",34.30,35.10,33.90,33.95,-,0.9,33.90,107,34.00,8,20.96
321,1709,和益,"7,000,435","3,320","171,779,548",24.55,25.00,24.10,24.15,-,0.4,24.15,90,24.20,9,11.96
322,1710,東聯,"1,626,783",800,"35,960,677",22.20,22.35,22.00,22.00,-,0.1,22.00,364,22.05,31,53.66
323,1711,永光,"2,787,883","1,540","69,310,703",24.95,25.10,24.70,24.70,-,0.2,24.70,147,24.75,5,28.07
324,1712,興農,"472,129",425,"13,418,539",28.40,28.60,28.25,28.45,-,0.1,28.35,1,28.50,42,14.08
325,1713,國化,"20,245",17,"489,551",24.40,24.40,24.10,24.20,-,0.05,24.15,9,24.25,10,21.61
326,1714,和桐,"2,146,523",687,"24,248,877",11.25,11.35,11.25,11.30,+,0.05,11.30,122,11.35,259,21.73
327,1717,長興,"4,167,697","2,172","156,957,008",37.75,38.10,37.45,37.70,-,0.2,37.70,4,37.75,40,12.74
328,1718,中纖,"4,743,012","1,453","47,542,791",10.00,10.10,10.00,10.00, ,0.0,10.00,825,10.05,699,0.00
329,1720,生達,"185,582",117,"7,842,845",42.20,42.40,42.10,42.35,+,0.15,42.30,7,42.35,3,10.91
330,1721,三晃,"4,690,568","2,406","110,789,303",23.80,24.00,23.30,23.60,-,0.65,23.55,9,23.60,21,0.00
331,1722,台肥,"2,512,297","1,867","172,966,375",68.80,69.40,68.50,68.60,-,0.4,68.60,27,68.70,10,25.31
332,1723,中碳,"238,168",260,"27,410,664",114.50,115.50,114.50,115.00,+,0.5,115.00,15,115.50,23,25.11
333,1725,元禎,"53,344",57,"1,537,856",29.10,29.10,28.65,28.75,-,0.55,28.75,1,28.80,12,15.05
334,1726,永記,"14,146",20,"1,042,843",73.80,73.80,73.60,73.60,-,0.2,73.50,4,73.70,7,12.73
335,1727,中華化,"2,931,654","1,667","125,015,235",43.00,43.25,42.00,43.25,+,0.15,43.20,3,43.25,26,29.62
336,1730,花仙子,"16,714",40,"1,070,328",64.00,64.10,63.90,64.00, ,0.0,64.00,2,64.20,4,16.41
337,1731,美吾華,"163,359",102,"3,147,589",19.25,19.40,19.20,19.25,-,0.1,19.25,10,19.30,16,15.65
338,1732,毛寶,"27,210,492","14,441","1,339,056,474",49.00,50.40,48.25,48.80, ,0.0,48.80,5,48.85,16,69.71
339,1733,五鼎,"673,205",370,"17,783,504",26.30,26.80,26.10,26.75,+,0.25,26.75,2,26.80,19,17.37
340,1734,杏輝,"3,097,370","1,515","89,220,164",28.05,29.75,27.80,29.70,+,1.6,29.65,8,29.70,64,0.00
341,1735,日勝化,"10,000",5,"181,900",18.20,18.20,18.10,18.10,-,0.1,18.10,6,18.20,17,29.19
342,1736,喬山,"437,084",366,"24,263,856",56.30,56.30,55.20,55.30,-,1.0,55.30,5,55.60,5,325.29
343,1737,臺鹽,"126,274",153,"4,213,154",33.40,33.50,33.25,33.25,-,0.25,33.20,50,33.30,5,15.39
344,1752,南光,"1,468,745",985,"59,855,676",40.15,42.00,38.90,38.95,X,0.0,38.95,5,39.30,1,20.50
345,1760,寶齡富錦,"1,705,472","2,118","133,764,505",80.30,80.40,77.30,77.40,-,1.9,77.40,11,77.50,1,45.00
346,1762,中化生,"163,113",96,"10,607,908",65.20,65.80,64.70,64.80,-,0.5,64.80,22,65.10,1,12.32
347,1773,勝一,"740,947","1,306","117,373,294",160.00,160.50,157.00,159.50,-,2.0,159.00,2,160.00,13,20.88
348,1776,展宇,"46,000",28,"956,200",20.80,20.90,20.75,20.75, ,0.0,20.75,5,20.80,1,8.40
349,1783,和康生,"255,617",187,"11,687,327",46.65,46.65,45.40,45.45,-,0.9,45.40,6,45.50,1,37.25
350,1786,科妍,"41,061",175,"1,990,181",48.55,49.10,48.20,48.30,-,0.55,48.25,2,48.30,3,26.39
351,1789,神隆,"369,180",294,"8,815,535",23.95,23.95,23.80,23.85,-,0.1,23.85,23,23.90,1,95.40
352,1795,美時,"691,277",624,"60,559,624",88.00,88.00,87.10,87.30,-,0.9,87.30,30,87.40,7,15.59
353,1802,台玻,"9,712,542","3,939","242,848,616",24.60,25.40,24.55,25.20,+,0.55,25.15,23,25.20,15,6.92
354,1805,寶徠,"26,136",16,"360,276",13.80,13.85,13.75,13.80, ,0.0,13.70,1,13.80,7,0.00
355,1806,冠軍,"315,486",180,"3,624,756",11.60,11.60,11.40,11.50,-,0.05,11.45,11,11.50,26,4.69
356,1808,潤隆,"284,465",123,"15,359,827",54.20,54.60,53.60,53.60,-,0.9,53.50,4,54.10,2,16.91
357,1809,中釉,"458,565",267,"6,446,265",14.10,14.15,13.90,14.05,-,0.15,14.05,5,14.10,14,468.33
358,1810,和成,"1,545,773",450,"24,424,663",15.90,16.00,15.70,15.70,-,0.25,15.70,62,15.75,6,5.00
359,1817,凱撒衛,"29,051",21,"1,063,171",36.60,36.65,36.50,36.55,-,0.05,36.50,11,36.60,3,11.91
360,1903,士紙,"77,217",77,"4,940,740",63.70,64.50,63.60,64.50,+,0.5,64.40,2,64.50,4,222.41
361,1904,正隆,"1,100,806",809,"38,126,237",34.60,34.80,34.55,34.60,-,0.2,34.55,100,34.60,24,8.96
362,1905,華紙,"1,250,808",881,"28,673,478",23.00,23.15,22.80,22.90,-,0.1,22.85,106,22.90,27,36.94
363,1906,寶隆,"136,439",87,"2,694,247",19.85,19.85,19.70,19.70,-,0.1,19.70,10,19.75,6,18.94
364,1907,永豐餘,"3,405,135","2,265","115,645,650",34.40,34.40,33.60,33.90,-,0.55,33.85,27,33.90,1,9.97
365,1909,榮成,"4,227,497","2,374","96,192,605",22.95,23.00,22.70,22.75,-,0.15,22.75,52,22.80,5,12.04
366,2002,中鋼,"39,259,077","15,756","1,342,159,274",34.35,34.35,34.05,34.05,-,0.55,34.05,901,34.10,468,10.44
367,2002A,中鋼特,"71,009",42,"3,683,964",51.70,52.00,51.60,52.00,+,0.1,51.70,5,51.90,2,0.00
368,2006,東和鋼鐵,"5,973,228","3,196","404,237,799",66.80,68.20,66.60,68.00,+,0.5,67.50,14,68.00,225,8.32
369,2007,燁興,"927,556",510,"16,802,532",18.10,18.25,18.00,18.15,-,0.15,18.10,10,18.15,19,0.00
370,2008,高興昌,"58,520",50,"1,113,780",19.00,19.40,19.00,19.05,-,0.1,19.00,7,19.05,8,95.25
371,2009,第一銅,"2,197,060","1,240","91,352,075",41.95,41.95,41.45,41.50,-,0.5,41.50,40,41.55,24,31.92
372,2010,春源,"914,046",571,"20,308,123",22.30,22.35,22.15,22.15,-,0.25,22.15,66,22.20,18,11.84
373,2012,春雨,"166,799",209,"5,009,342",30.25,30.25,29.80,29.85,-,0.3,29.85,9,29.90,1,11.71
374,2013,中鋼構,"2,381,748","1,809","145,503,188",61.30,62.00,60.60,60.70,-,1.7,60.70,15,60.80,6,24.48
375,2014,中鴻,"7,362,960","4,583","282,549,680",38.50,38.70,38.20,38.25,-,0.55,38.25,183,38.30,54,8.83
376,2015,豐興,"238,944",221,"19,671,121",82.00,84.60,81.90,82.50,+,0.5,82.30,2,82.50,4,13.61
377,2017,官田鋼,"673,480",394,"12,122,017",18.10,18.15,17.90,17.95,-,0.2,17.90,112,17.95,2,9.60
378,2020,美亞,"189,743",139,"5,795,022",30.50,30.70,30.40,30.50,-,0.15,30.45,2,30.50,1,8.57
379,2022,聚亨,"1,118,042",638,"13,905,236",12.50,12.55,12.40,12.40,-,0.2,12.40,223,12.45,39,14.94
380,2023,燁輝,"4,141,151","2,406","93,033,039",22.50,22.65,22.35,22.40,-,0.25,22.40,68,22.45,52,9.37
381,2024,志聯,"117,896",85,"2,185,957",18.60,18.90,18.40,18.50,-,0.2,18.45,19,18.60,14,13.21
382,2025,千興,"188,011",68,"1,082,030",5.76,5.77,5.75,5.75,-,0.05,5.75,41,5.76,14,10.45
383,2027,大成鋼,"9,210,812","5,340","404,651,173",44.00,44.30,43.60,43.70,-,0.65,43.70,22,43.75,89,9.54
384,2028,威致,"698,188",518,"25,329,627",36.70,36.70,36.15,36.35,-,0.2,36.35,19,36.40,14,7.90
385,2029,盛餘,"1,050,621",565,"30,969,195",29.85,29.85,29.30,29.30,-,0.55,29.25,24,29.30,2,8.16
386,2030,彰源,"1,913,363","1,219","52,728,458",27.70,27.80,27.40,27.40,-,0.45,27.40,31,27.45,19,8.81
387,2031,新光鋼,"1,153,660",799,"62,168,540",54.40,54.40,53.60,53.70,-,0.8,53.70,2,53.80,10,7.50
388,2032,新鋼,"333,711",248,"7,080,868",21.30,21.35,21.05,21.20,-,0.4,21.15,35,21.25,6,15.04
389,2033,佳大,"145,051",109,"2,303,213",15.80,16.00,15.80,15.95,-,0.15,15.90,2,15.95,1,61.35
390,2034,允強,"844,159",570,"25,405,618",30.15,30.25,30.05,30.05,-,0.15,30.05,10,30.10,18,17.07
391,2038,海光,"718,744",495,"22,052,872",30.50,30.95,30.50,30.65,-,0.35,30.65,4,30.85,6,14.26
392,2049,上銀,"1,273,023","1,585","350,544,794",276.00,277.00,273.00,275.00,-,2.0,275.00,199,275.50,46,26.72
393,2059,川湖,"184,750",183,"87,771,128",472.50,478.50,469.50,477.00,+,3.0,475.00,1,477.50,1,26.86
394,2062,橋椿,"120,070",94,"3,318,948",27.60,27.75,27.55,27.60,-,0.05,27.60,8,27.65,6,13.33
395,2069,運錩,"468,412",323,"15,115,851",32.15,32.55,32.10,32.20,-,0.35,32.20,19,32.25,1,8.36
396,2101,南港,"948,217",454,"37,755,637",39.65,40.10,39.65,39.75,-,0.15,39.65,19,39.75,2,70.98
397,2102,泰豐,"571,523",520,"15,388,285",27.30,27.30,26.75,26.80,-,0.25,26.80,50,26.85,1,0.00
398,2103,台橡,"2,142,329","1,224","81,286,550",37.80,38.05,37.50,37.90,-,0.1,37.90,3,37.95,24,8.67
399,2104,國際中橡,"1,731,957",939,"44,602,602",26.00,26.00,25.60,25.65,-,0.4,25.65,91,25.70,51,13.36
400,2105,正新,"4,374,765","2,627","155,276,401",35.70,36.00,35.30,35.35,-,0.6,35.35,61,35.40,11,15.24
401,2106,建大,"871,829",536,"26,379,159",30.40,30.45,30.20,30.20,-,0.15,30.20,24,30.25,8,16.32
402,2107,厚生,"158,359",132,"3,570,745",22.60,22.60,22.50,22.60, ,0.0,22.55,1,22.60,79,11.47
403,2108,南帝,"1,264,182","1,409","106,723,546",84.80,85.50,83.80,84.30,-,0.6,84.10,5,84.30,7,4.80
404,2109,華豐,"133,349",106,"2,149,634",16.15,16.20,16.05,16.05,-,0.1,16.00,56,16.05,17,10.22
405,2114,鑫永銓,"48,242",89,"5,833,375",121.50,121.50,120.50,121.00,-,0.5,120.50,7,121.00,1,9.05
406,2115,六暉-KY,"30,163",42,"1,206,172",39.95,40.05,39.85,40.05,-,0.1,40.00,21,40.05,5,9.56
407,2201,裕隆,"6,460,703","3,404","271,798,013",42.60,42.70,41.70,41.80,-,0.95,41.80,293,41.85,40,8.93
408,2204,中華,"545,886",402,"34,441,687",62.80,63.50,62.80,62.90,+,0.1,62.80,17,62.90,21,8.64
409,2206,三陽工業,"537,127",355,"14,564,698",27.15,27.35,27.00,27.15,-,0.2,27.10,11,27.15,37,13.18
410,2207,和泰車,"214,445",265,"130,243,100",609.00,616.00,604.00,607.00,-,2.0,606.00,1,607.00,36,20.48
411,2208,台船,"1,078,451",876,"22,514,092",20.95,21.05,20.80,20.80,-,0.1,20.80,96,20.85,34,0.00
412,2211,長榮鋼,"437,923",324,"23,373,146",53.00,53.70,53.00,53.40,-,0.4,53.40,2,53.50,18,18.04
413,2227,裕日車,"55,981",170,"13,765,799",245.50,246.50,245.50,245.50,-,1.0,245.50,8,246.00,1,14.90
414,2228,劍麟,"32,935",36,"2,288,996",69.40,69.80,69.00,69.40, ,0.0,69.30,1,69.50,1,16.14
415,2231,為升,"373,530",775,"68,427,627",184.50,186.00,182.00,182.00,-,5.0,182.00,31,182.50,3,42.72
416,2233,宇隆,"860,257",824,"94,047,338",108.00,110.50,107.50,108.00,-,1.5,108.00,34,108.50,3,11.99
417,2236,百達-KY,"54,100",34,"1,473,455",27.25,27.85,27.00,27.85,+,0.4,27.25,1,27.85,6,17.63
418,2239,英利-KY,"101,501",150,"8,683,071",86.50,86.50,85.10,85.20,-,1.0,85.10,9,85.30,1,16.90
419,2241,艾姆勒,"66,050",56,"3,286,356",50.10,50.10,49.65,49.70,-,0.2,49.70,1,49.75,3,0.00
420,2243,宏旭-KY,"66,200",50,"1,127,240",17.35,17.35,16.85,16.85,-,0.5,16.85,6,16.90,7,0.00
421,2247,汎德永業,"62,400",125,"13,286,941",214.00,214.50,211.50,211.50,-,4.5,211.00,12,213.50,5,13.47
422,2250,IKKA-KY,"73,274",114,"8,140,764",110.50,112.50,109.00,110.50,-,0.5,110.50,6,111.00,2,27.76
423,2301,光寶科,"4,401,918","2,850","279,234,039",63.60,63.90,63.00,63.60,+,0.1,63.50,102,63.60,12,10.85
424,2302,麗正,"232,180",139,"3,659,840",15.85,15.90,15.70,15.80,-,0.15,15.80,1,15.85,14,17.95
425,2303,聯電,"75,426,320","36,420","4,754,340,700",63.00,63.50,62.80,62.80,-,1.0,62.80,"1,431",62.90,752,15.28
426,2305,全友,"1,993,332",668,"21,804,956",10.85,11.10,10.80,10.95,+,0.05,10.90,6,10.95,65,0.00
427,2308,台達電,"4,780,260","4,015","1,312,907,130",276.00,277.00,272.50,275.00,+,1.0,274.50,112,275.00,72,25.53
428,2312,金寶,"9,165,514","2,827","142,101,180",15.55,15.65,15.40,15.45,-,0.3,15.45,18,15.50,99,0.00
429,2313,華通,"16,317,091","7,004","718,001,822",43.35,44.25,43.30,44.20,+,0.5,44.15,80,44.20,462,11.95
430,2314,台揚,"1,130,780","1,178","77,602,943",68.20,69.30,68.20,68.30,-,1.1,68.30,6,68.50,3,0.00
431,2316,楠梓電,"2,687,141","1,650","94,516,671",34.50,35.65,34.20,35.10,+,0.6,35.10,41,35.15,14,12.95
432,2317,鴻海,"24,064,174","12,635","2,496,807,090",103.50,104.50,103.00,103.50, ,0.0,103.50,348,104.00,"1,446",10.19
433,2321,東訊,"23,301",21,"155,613",6.90,6.90,6.51,6.80,-,0.33,6.61,14,6.80,2,680.00
434,2323,中環,"20,637,833","5,607","249,365,393",11.85,12.25,11.80,12.10,+,0.1,12.05,401,12.10,33,22.00
435,2324,仁寶,"14,931,428","6,545","378,934,568",25.35,25.55,25.25,25.45, ,0.0,25.40,19,25.45,566,7.90
436,2327,國巨,"5,338,525","5,819","2,624,049,731",493.00,498.00,487.50,487.50,-,14.5,487.00,68,488.00,7,10.96
437,2328,廣宇,"1,714,034","1,166","63,775,504",37.00,37.60,37.00,37.10,-,0.35,37.10,55,37.15,5,21.70
438,2329,華泰,"1,842,750","1,089","44,915,745",24.60,24.70,24.20,24.30,-,0.35,24.25,24,24.30,36,18.13
439,2330,台積電,"44,092,247","50,763","28,859,030,269",652.00,660.00,651.00,654.00,-,8.0,654.00,265,655.00,424,29.59
440,2331,精英,"1,004,348",477,"21,215,145",21.20,21.25,20.95,21.25,+,0.1,21.20,53,21.25,21,0.00
441,2332,友訊,"1,543,791",891,"26,585,977",17.35,17.45,17.10,17.25,-,0.05,17.20,21,17.25,5,12.87
442,2337,旺宏,"6,289,536","3,767","253,527,821",40.15,40.80,40.05,40.20,-,0.2,40.15,25,40.20,107,7.91
443,2338,光罩,"36,815,268","23,367","3,884,584,319",104.50,107.50,102.00,102.50,-,2.0,102.50,145,103.00,21,15.62
444,2340,台亞,"13,716,055","7,515","841,325,823",60.70,62.10,60.10,61.00,-,0.6,60.90,64,61.00,26,31.28
445,2342,茂矽,"868,600",683,"39,355,991",45.20,45.85,44.70,45.20,-,0.25,45.20,53,45.25,7,22.05
446,2344,華邦電,"19,190,471","6,720","583,985,373",30.15,30.75,30.10,30.45, ,0.0,30.40,116,30.45,246,12.43
447,2345,智邦,"1,049,924","1,407","281,358,498",269.00,270.00,266.00,267.50,-,1.5,267.00,10,267.50,1,32.86
448,2347,聯強,"3,595,363","5,013","245,919,224",68.90,69.00,68.00,68.00,-,1.3,68.00,784,68.10,47,6.79
449,2348,海悅,"334,905","2,015","37,354,464",112.00,113.00,110.00,110.00,-,4.0,110.00,55,110.50,2,8.81
450,2348A,海悅甲特,"10,044",13,"381,525",38.00,38.00,38.00,38.00, ,0.0,38.05,1,38.10,2,0.00
451,2349,錸德,"7,957,855","2,221","80,335,935",9.80,10.35,9.79,10.05,+,0.25,10.05,59,10.10,12,0.00
452,2351,順德,"4,363,893","3,179","628,791,327",145.50,148.00,141.00,146.50,-,1.5,146.00,4,146.50,76,33.99
453,2352,佳世達,"3,867,367","2,095","119,797,276",30.95,31.10,30.80,30.95,-,0.05,30.95,189,31.00,11,6.71
454,2353,宏碁,"16,216,885","6,085","497,550,014",30.35,30.90,30.30,30.70,+,0.2,30.65,392,30.70,36,8.65
455,2354,鴻準,"3,320,291","2,606","206,300,013",62.20,62.80,62.00,62.00,-,0.6,62.00,307,62.10,9,18.51
456,2355,敬鵬,"3,782,725","2,508","139,712,570",36.90,37.40,36.65,36.80,-,0.65,36.80,32,36.85,2,32.28
457,2356,英業達,"5,144,794","2,318","129,730,534",25.10,25.30,25.10,25.15, ,0.0,25.15,526,25.20,9,15.06
458,2357,華碩,"1,322,336","1,431","501,228,607",378.00,381.00,377.50,378.00,-,2.0,378.00,65,378.50,12,6.63
459,2358,廷鑫,"8,118,583","3,710","203,772,559",25.30,25.60,24.70,24.70,-,0.3,24.65,77,24.70,4,35.80
460,2359,所羅門,"2,945,110","1,286","70,021,881",23.30,24.20,23.30,23.60,-,0.95,23.60,14,23.65,3,48.16
461,2360,致茂,"1,114,702","1,083","245,087,102",215.00,222.50,214.00,220.50,+,2.5,219.50,1,220.50,15,22.01
462,2362,藍天,"276,880",201,"8,738,224",31.65,31.70,31.45,31.65, ,0.0,31.65,13,31.70,4,12.13
463,2363,矽統,"2,406,576","1,444","58,274,026",24.35,24.50,24.10,24.15,-,0.35,24.10,116,24.15,30,134.17
464,2364,倫飛,"7,566",34,"138,698",18.35,18.35,18.30,18.30,-,0.05,18.30,1,18.50,1,13.76
465,2365,昆盈,"4,606,174","1,776","55,995,191",11.95,12.35,11.85,11.95,+,0.1,11.95,7,12.00,25,37.34
466,2367,燿華,"1,196,837",685,"22,192,590",18.55,18.60,18.45,18.60,-,0.1,18.55,27,18.60,113,0.00
467,2368,金像電,"49,471,136","30,172","4,228,395,511",84.60,88.70,83.00,88.50,+,2.0,88.50,92,88.60,199,19.41
468,2369,菱生,"1,658,272","1,041","41,361,244",24.95,25.15,24.70,25.15,+,0.05,25.10,49,25.15,27,17.34
469,2371,大同,"9,960,724","3,700","298,635,284",30.15,30.25,29.70,29.85,-,0.45,29.85,168,29.95,23,373.12
470,2373,震旦行,"29,258",38,"2,628,064",90.10,90.10,89.70,89.80,+,0.1,89.70,1,89.90,14,14.16
471,2374,佳能,"21,812,648","11,815","663,694,214",29.85,31.15,29.60,31.15,+,0.8,31.15,33,31.20,182,14.10
472,2375,凱美,"799,452",943,"74,353,107",93.00,93.80,92.50,92.80,-,1.2,92.70,16,92.80,1,11.09
473,2376,技嘉,"5,035,369","4,117","718,758,995",140.50,144.00,140.00,143.50,+,0.5,143.00,2,143.50,31,8.46
474,2377,微星,"1,332,992","1,113","210,412,235",157.50,158.50,156.50,158.00,-,0.5,158.00,3,158.50,51,8.88
475,2379,瑞昱,"1,334,352","1,446","722,614,389",535.00,545.00,533.00,541.00,+,4.0,540.00,435,541.00,1,18.58
476,2380,虹光,"1,822,010",946,"27,587,524",15.20,15.55,14.80,15.05,-,0.5,15.05,21,15.10,2,0.00
477,2382,廣達,"7,374,152","6,999","687,202,143",92.90,93.90,92.60,93.40, ,0.0,93.30,25,93.40,891,10.91
478,2383,台光電,"1,673,500","1,379","467,478,916",270.00,282.00,270.00,281.50,+,5.5,281.00,1,281.50,13,18.83
479,2385,群光,"2,979,916","2,480","266,179,567",88.80,89.90,88.60,89.90,+,1.1,89.80,35,89.90,28,11.09
480,2387,精元,"513,461",345,"23,251,534",45.95,45.95,45.00,45.15,-,0.85,45.10,18,45.15,2,7.07
481,2388,威盛,"3,102,011","2,243","225,652,723",71.90,73.70,71.70,72.90,-,0.3,72.90,1,73.00,18,6.32
482,2390,云辰,"1,108,211",665,"23,602,327",21.50,21.65,21.05,21.05,-,0.5,21.05,10,21.10,2,3.30
483,2392,正崴,"1,275,049",932,"49,112,392",38.50,38.70,38.30,38.55,-,0.35,38.55,7,38.60,25,15.54
484,2393,億光,"21,020,793","10,417","1,192,447,338",55.50,57.40,55.50,57.00, ,0.0,56.90,17,57.00,223,12.64
485,2395,研華,"1,336,644","1,155","524,678,755",400.50,402.00,385.50,389.50,-,1.0,389.50,2,390.00,3,39.22
486,2397,友通,"23,092",24,"1,409,615",61.60,61.60,60.90,61.00,-,0.3,60.90,19,61.20,10,25.21
487,2399,映泰,"938,452",559,"20,649,264",21.85,22.25,21.80,22.10,-,0.15,22.10,6,22.20,1,12.63
488,2401,凌陽,"2,706,810","1,581","98,169,700",36.05,36.75,36.00,36.10,-,0.4,36.05,90,36.10,35,21.36
489,2402,毅嘉,"511,491",255,"8,396,640",16.40,16.55,16.25,16.40,-,0.2,16.35,58,16.40,10,21.87
490,2404,漢唐,"716,288","1,766","130,174,206",183.00,183.00,181.00,182.00,-,2.5,182.00,1,182.50,15,12.14
491,2405,浩鑫,"2,799,675","1,279","42,623,270",15.15,15.50,14.95,15.25,-,0.15,15.20,53,15.25,2,52.59
492,2406,國碩,"5,127,393","2,769","135,305,830",26.15,26.70,25.90,26.35, ,0.0,26.35,12,26.40,12,67.56
493,2408,南亞科,"5,927,915","3,906","446,008,069",74.40,75.80,74.30,75.20,+,0.1,75.20,25,75.30,117,13.43
494,2409,友達,"37,014,551","14,080","805,960,659",21.65,21.90,21.60,21.75,-,0.1,21.75,557,21.80,133,3.52
495,2412,中華電,"9,923,785","8,122","1,154,071,136",117.00,117.50,115.50,117.00,-,0.5,116.50,166,117.00,679,25.71
496,2413,環科,"163,086",114,"3,384,087",20.75,20.85,20.55,20.85, ,0.0,20.80,1,20.85,3,260.62
497,2414,精技,"164,156",176,"5,731,427",35.10,35.10,34.70,34.80,-,0.45,34.80,27,34.90,12,10.61
498,2415,錩新,"173,615",199,"7,035,588",40.40,40.95,40.35,40.55,-,0.35,40.50,5,40.65,1,13.34
499,2417,圓剛,"3,659,078","2,277","121,753,409",32.45,33.95,32.00,33.30,+,0.85,33.20,24,33.30,10,12.33
500,2419,仲琦,"346,802",253,"7,558,099",21.75,22.00,21.60,21.90,-,0.1,21.85,2,21.90,5,44.69
501,2420,新巨,"311,585",284,"13,217,792",42.70,42.70,42.30,42.30,-,0.6,42.30,13,42.35,3,11.85
502,2421,建準,"18,072,961","10,864","846,590,696",45.90,47.40,45.60,47.20,+,1.45,47.15,5,47.20,1,28.96
503,2423,固緯,"221,092",168,"5,951,600",27.00,27.20,26.80,27.00,-,0.1,26.95,2,27.00,1,15.52
504,2424,隴華,"2,800",5,"53,050",19.40,19.40,19.25,19.25,-,0.15,18.60,1,19.45,3,0.00
505,2425,承啟,"291,380",159,"8,350,526",28.75,29.10,28.40,29.10,+,0.25,29.10,5,29.15,4,24.87
506,2426,鼎元,"15,661,796","7,436","463,226,494",28.75,29.95,28.70,29.50,+,0.5,29.50,128,29.55,2,35.98
507,2427,三商電,"736,822",279,"9,825,282",13.40,13.50,13.25,13.35,-,0.15,13.35,19,13.40,16,21.53
508,2428,興勤,"109,965",119,"16,536,100",151.50,151.50,149.50,150.50,-,1.0,150.50,1,151.00,2,11.71
509,2429,銘旺科,"26,000",11,"492,100",18.95,18.95,18.80,18.80,-,0.15,18.80,1,18.95,7,0.00
510,2430,燦坤,"164,854",168,"5,933,567",36.00,36.30,35.85,36.00,-,0.35,36.00,1,36.05,1,10.78
511,2431,聯昌,"204,015",112,"2,475,382",12.10,12.20,12.00,12.15,-,0.15,12.10,39,12.15,3,9.88
512,2433,互盛電,"24,651",30,"1,261,273",51.40,51.40,51.00,51.00,-,0.1,51.00,12,51.10,1,13.32
513,2434,統懋,"26,661",25,"998,136",37.70,37.70,37.20,37.70,+,0.05,37.45,2,37.85,1,54.64
514,2436,偉詮電,"2,086,335","1,743","181,110,753",86.00,87.80,85.60,86.60,-,1.1,86.60,36,86.70,3,20.92
515,2438,翔耀,"44,955",36,"700,403",15.50,15.75,15.45,15.60, ,0.0,15.60,9,15.80,1,520.00
516,2439,美律,"461,397",450,"42,100,415",91.20,91.70,90.70,91.30,-,0.4,91.30,5,91.40,2,16.51
517,2440,太空梭,"224,842",161,"3,948,335",17.70,17.70,17.40,17.70, ,0.0,17.50,5,17.70,15,16.86
518,2441,超豐,"1,195,959",999,"89,784,745",76.00,76.00,74.70,74.80,-,0.7,74.80,17,74.90,4,10.19
519,2442,新美齊,"1,482,246",502,"18,525,247",12.50,12.60,12.40,12.45,-,0.15,12.45,58,12.50,16,5.00
520,2443,昶虹,"411,386",112,"1,483,989",3.90,3.90,3.53,3.60,-,0.3,3.60,21,3.65,2,0.00
521,2444,兆勁,"242,384",104,"3,011,895",12.50,12.60,12.25,12.60,+,0.05,12.35,8,12.60,13,0.00
522,2449,京元電子,"13,192,666","8,412","621,645,485",46.10,47.40,46.10,47.20,+,0.15,47.15,16,47.20,83,13.64
523,2450,神腦,"103,665",87,"3,416,666",32.80,33.20,32.75,33.05,+,0.1,32.95,10,33.10,15,14.89
524,2451,創見,"270,544",238,"19,189,492",71.40,71.40,70.70,71.00, ,0.0,70.90,2,71.10,8,13.20
525,2453,凌群,"373,029",238,"10,233,963",27.20,27.65,27.10,27.40,+,0.1,27.40,3,27.50,4,13.43
