,證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比
745,3130,一零四,"2,447",67,"435,781",178.00,178.00,178.00,178.00,+,0.5,177.50,1,178.00,11,17.05
746,3138,耀登,"326,451",391,"65,557,668",201.00,202.50,199.50,201.00,-,3.0,200.50,6,201.00,1,47.07
747,3149,正達,"481,713",353,"13,784,273",28.80,28.85,28.50,28.60,-,0.35,28.55,21,28.60,25,0.00
748,3164,景岳,"7,213",18,"174,312",24.40,24.40,24.10,24.15,-,0.25,24.15,1,24.25,7,27.13
749,3167,大量,"1,608,707","1,065","129,361,639",81.70,82.20,78.90,80.90,-,2.1,80.90,7,81.10,2,9.85
750,3189,景碩,"7,598,458","7,434","1,616,814,040",211.50,215.50,210.00,213.00,-,4.5,213.00,237,213.50,67,36.04
751,3209,全科,"427,963",267,"12,435,585",29.30,29.30,28.95,29.05,+,0.1,29.00,6,29.10,24,8.14
752,3229,晟鈦,"30,975",58,"475,926",15.30,15.50,15.30,15.45,-,0.1,15.45,2,15.70,3,0.00
753,3231,緯創,"69,003,790","27,359","2,125,318,309",30.20,31.40,30.05,30.95,+,0.95,30.95,88,31.00,700,11.86
754,3257,虹冠電,"208,508",217,"13,691,865",65.80,66.20,65.50,65.50,-,0.4,65.50,2,65.70,11,12.97
755,3266,昇陽,"232,002",23,"3,138,278",13.50,13.60,13.50,13.55,-,0.05,13.55,7,13.60,28,37.64
756,3296,勝德,"172,500",93,"2,970,425",17.25,17.45,17.00,17.40,-,0.05,17.10,1,17.40,12,0.00
757,3305,昇貿,"1,016,232","1,017","75,133,331",73.20,74.50,73.20,73.70,-,1.0,73.70,8,73.80,9,18.85
758,3308,聯德,"331,037",313,"6,506,031",19.10,20.45,19.10,20.00,-,0.9,19.55,4,20.00,3,0.00
759,3311,閎暉,"39,258",52,"1,322,005",34.00,34.00,33.55,33.65,-,0.2,33.65,2,33.70,1,32.05
760,3312,弘憶股,"422,844",275,"10,362,037",24.55,24.65,24.40,24.40,-,0.15,24.40,24,24.50,19,7.77
761,3321,同泰,"392,301",196,"5,039,484",12.80,13.05,12.80,12.85,-,0.15,12.80,36,12.90,58,0.00
762,3338,泰碩,"9,335,308","6,543","532,996,478",54.00,58.40,53.70,58.10,+,2.8,58.10,10,58.20,15,33.01
763,3346,麗清,"213,744",182,"8,872,845",41.90,41.90,41.30,41.30,-,0.6,41.30,11,41.35,3,33.31
764,3356,奇偶,"72,994",66,"2,187,756",29.75,30.20,29.75,29.95,-,0.05,29.95,1,30.00,2,13.93
765,3376,新日興,"330,642",738,"31,863,420",96.40,97.20,95.80,96.00,-,0.5,96.00,2,96.10,1,13.37
766,3380,明泰,"1,109,587",581,"34,352,807",31.15,31.15,30.70,31.00,+,0.1,31.00,2,31.05,3,29.25
767,3383,新世紀,"718,780",236,"5,099,871",6.58,7.24,6.58,7.24,+,0.65,7.24,424,--,0,0.00
768,3406,玉晶光,"2,054,365","1,957","1,001,040,446",485.00,492.50,481.00,487.00, ,0.0,487.00,11,487.50,4,23.00
769,3413,京鼎,"7,390,245","13,270","1,835,679,747",249.50,254.50,243.50,246.50,-,18.0,246.00,7,246.50,13,15.38
770,3416,融程電,"17,557",90,"1,383,976",79.20,79.20,78.50,79.00,-,0.3,79.00,2,79.10,5,15.93
771,3419,譁裕,"1,711,719",893,"38,980,171",22.15,23.25,22.10,22.80,+,0.1,22.80,15,22.85,40,0.00
772,3432,台端,"36,000",22,"519,150",14.40,14.50,14.35,14.35,-,0.05,14.35,19,14.40,3,22.08
773,3437,榮創,"17,907,730","9,470","524,077,985",28.05,30.00,27.85,29.70,+,1.1,29.65,55,29.70,51,92.81
774,3443,創意,"1,448,734","1,736","740,514,411",510.00,522.00,504.00,504.00,-,19.0,504.00,4,505.00,22,43.49
775,3450,聯鈞,"191,234",187,"10,237,856",53.30,53.70,53.30,53.60,+,0.3,53.60,3,53.70,7,22.06
776,3454,晶睿,"35,160",36,"2,680,160",75.70,76.60,75.70,76.00,-,0.3,76.00,5,76.20,2,39.38
777,3481,群創,"35,089,793","10,107","644,805,693",18.30,18.50,18.25,18.40, ,0.0,18.35,889,18.40,"1,042",3.15
778,3494,誠研,"27,674",25,"141,269",5.11,5.14,5.10,5.14,-,0.01,5.13,1,5.14,1,0.00
779,3501,維熹,"108,220",85,"5,158,478",47.80,47.80,47.60,47.60,-,0.15,47.60,3,47.65,1,16.03
780,3504,揚明光,"1,045,247","1,020","105,153,165",102.00,102.00,99.70,99.70,-,3.8,99.70,8,100.00,11,0.00
781,3515,華擎,"530,212",813,"135,117,178",255.50,258.50,253.00,253.00,-,5.0,253.00,9,254.00,6,14.84
782,3518,柏騰,"91,412",87,"2,092,115",23.15,23.20,22.70,22.70,-,0.15,22.70,6,22.75,1,567.50
783,3528,安馳,"6,705",14,"340,121",51.40,51.40,50.30,50.30,-,0.3,50.30,2,50.50,1,12.54
784,3530,晶相光,"386,496",562,"46,377,703",119.50,121.00,118.00,120.00,-,2.0,120.00,13,120.50,28,12.42
785,3532,台勝科,"1,904,098","1,778","515,665,357",264.00,274.00,263.00,272.00,+,4.0,272.00,123,272.50,7,79.30
786,3533,嘉澤,"352,368",440,"265,711,541",749.00,761.00,742.00,761.00,+,11.0,760.00,1,761.00,1,25.88
787,3535,晶彩科,"2,936,862","1,319","55,534,220",18.05,19.35,18.05,19.25,+,1.2,19.25,1,19.30,69,0.00
788,3536,誠創,"34,517",11,"205,234",5.94,5.95,5.94,5.95,+,0.01,5.95,5,6.00,6,0.00
789,3543,州巧,"15,426",28,"395,738",25.75,25.75,25.50,25.70,-,0.05,25.65,2,25.70,3,9.59
790,3545,敦泰,"2,566,593","1,975","397,694,825",152.50,156.50,152.00,155.00,-,0.5,155.00,66,155.50,49,6.27
791,3550,聯穎,"173,028",101,"3,117,860",18.25,18.25,17.90,18.05,-,0.25,18.00,10,18.05,1,12.28
792,3557,嘉威,"54,791",57,"4,198,925",76.80,76.80,76.30,76.80,+,0.2,76.50,1,76.80,1,9.67
793,3563,牧德,"348,889",334,"85,822,672",243.00,248.50,240.00,247.50,+,3.0,247.00,22,247.50,3,13.87
794,3576,聯合再生,"3,317,485","1,741","68,643,453",20.70,20.90,20.60,20.60,-,0.2,20.60,224,20.65,25,0.00
795,3583,辛耘,"5,266,933","3,529","536,062,483",100.00,104.00,100.00,101.00,-,2.0,101.00,170,101.50,13,20.20
796,3588,通嘉,"693,763",604,"93,898,348",136.00,137.50,133.50,135.00,-,1.0,135.00,10,135.50,2,30.00
797,3591,艾笛森,"378,522",253,"8,063,672",21.00,21.70,20.90,21.30, ,0.0,21.30,14,21.35,6,25.06
798,3592,瑞鼎,"2,539,642","3,306","1,693,460,340",650.00,680.00,645.00,678.00,+,12.0,677.00,2,678.00,6,18.70
799,3593,力銘,"46,060",39,"713,370",15.35,15.70,15.35,15.45,-,0.35,15.40,3,15.45,4,23.06
800,3596,智易,"2,355,675","1,802","289,270,003",122.00,124.00,121.00,124.00, ,0.0,123.50,28,124.00,62,14.06
801,3605,宏致,"808,132",812,"37,630,498",46.90,47.00,46.30,46.50,-,0.5,46.45,2,46.50,76,11.15
802,3607,谷崧,"976,285",487,"16,037,714",16.45,16.60,16.25,16.60,+,0.15,16.55,10,16.60,18,0.00
803,3617,碩天,"27,407",36,"1,901,289",69.40,69.50,69.30,69.30,-,0.5,69.30,4,69.50,1,21.39
804,3622,洋華,"191,893",120,"5,247,916",27.65,27.65,27.20,27.30,-,0.3,27.30,4,27.50,7,18.45
805,3645,達邁,"1,716,845","1,227","76,525,205",43.20,45.15,43.20,44.90,+,1.7,44.85,1,44.90,1,17.40
806,3653,健策,"695,753",656,"271,412,052",391.50,394.00,386.00,389.00,+,2.0,389.00,2,392.00,19,46.42
807,3661,世芯-KY,"2,151,569","3,681","2,028,608,636",951.00,964.00,928.00,928.00,-,40.0,928.00,9,930.00,1,47.57
808,3665,貿聯-KY,"2,930,146","1,435","746,246,909",249.50,261.50,249.50,258.00,+,6.0,258.00,26,259.00,32,16.78
809,3669,圓展,"994,035",714,"62,265,142",62.40,63.80,61.70,62.70,-,0.2,62.60,11,62.70,1,7.12
810,3673,TPK-KY,"1,168,690",844,"47,738,303",40.85,41.05,40.60,40.90,-,0.05,40.85,749,40.90,6,13.96
811,3679,新至陞,"41,050",42,"3,551,856",87.30,87.30,86.10,86.10,-,1.2,86.10,1,87.30,1,8.51
812,3682,亞太電,"2,770,417",928,"22,430,707",8.10,8.14,8.08,8.09,-,0.02,8.09,107,8.11,3,0.00
813,3686,達能,"276,857",204,"4,044,163",14.60,14.70,14.55,14.55,-,0.25,14.55,32,14.60,8,0.00
814,3694,海華,"204,630",140,"4,940,486",24.00,24.35,23.75,24.35,+,0.25,24.20,5,24.35,1,15.22
815,3701,大眾控,"4,198,610","2,734","261,767,167",62.10,64.20,61.00,61.60,-,2.9,61.60,19,61.70,2,58.11
816,3702,大聯大,"4,140,292","2,285","225,269,552",54.20,54.60,54.10,54.40,-,0.1,54.40,16,54.50,69,9.40
817,3702A,大聯大甲特,"15,041",5,"749,091",49.85,49.85,49.80,49.80,-,0.05,49.80,29,49.85,29,0.00
818,3703,欣陸,"401,226",241,"9,594,799",24.00,24.00,23.85,24.00, ,0.0,23.95,3,24.00,36,14.12
819,3704,合勤控,"2,133,245","1,182","66,848,586",31.20,31.60,31.05,31.45,-,0.05,31.45,62,31.50,17,10.28
820,3705,永信,"97,182",67,"4,166,241",42.75,42.95,42.75,42.85,+,0.05,42.85,5,42.90,17,15.81
821,3706,神達,"3,136,718","1,618","105,289,660",33.40,33.70,33.40,33.50,-,0.25,33.50,180,33.55,13,3.25
822,3708,上緯投控,"287,506",332,"26,533,316",92.10,92.90,91.90,92.40,+,0.3,92.20,1,92.50,6,44.21
823,3711,日月光投控,"14,161,160","8,122","1,492,781,818",106.00,107.00,104.50,105.00,-,2.5,105.00,115,105.50,647,10.53
824,3712,永崴投控,"1,586,972","1,070","53,239,468",32.65,33.90,32.65,33.40,+,0.5,33.40,37,33.55,13,17.04
825,3714,富采,"84,301,062","48,512","7,982,838,469",90.70,96.50,90.20,95.90,+,4.3,95.80,95,95.90,185,0.00
826,4104,佳醫,"65,330",77,"3,765,356",57.70,57.80,57.60,57.60,-,0.3,57.60,10,57.80,7,14.08
827,4106,雃博,"422,394",348,"12,006,844",28.55,28.85,28.20,28.25,-,0.45,28.20,15,28.25,5,26.16
828,4108,懷特,"283,498",207,"6,062,366",21.65,21.65,21.30,21.40,-,0.2,21.35,7,21.40,3,0.00
829,4119,旭富,"88,725",276,"7,421,439",84.10,84.10,83.40,83.40,-,0.2,83.40,9,83.50,1,0.00
830,4133,亞諾法,"4,837,202","3,153","249,595,985",52.10,52.90,50.90,51.30,+,0.3,51.30,38,51.40,1,78.92
831,4137,麗豐-KY,"68,116",83,"14,465,589",213.00,213.00,211.50,212.50,+,1.5,212.50,3,213.00,5,12.62
832,4141,龍燈-KY,"569,941",209,"14,309,889",25.00,25.15,25.00,25.15,+,0.1,25.10,73,25.15,46,0.00
833,4142,國光生,"1,632,918",947,"70,811,178",43.60,43.95,43.15,43.20,+,0.15,43.20,23,43.25,17,18.78
834,4148,全宇生技-KY,"94,215",92,"3,864,394",40.80,41.75,40.10,41.10,+,1.1,40.80,3,41.10,21,17.12
835,4155,訊映,"340,125","1,366","7,957,472",23.40,23.40,23.30,23.35, ,0.0,23.35,6,23.40,59,27.47
836,4164,承業醫,"300,039",188,"11,025,093",37.40,37.40,36.50,36.50,-,0.5,36.50,16,36.55,1,19.41
837,4190,佐登-KY,"76,511",52,"5,364,251",70.40,70.40,69.90,69.90,-,0.2,69.90,1,70.00,2,12.73
838,4306,炎洲,"358,461",231,"5,437,699",15.20,15.25,15.15,15.15,-,0.05,15.15,87,15.20,96,27.05
839,4414,如興,"3,018,821",786,"20,084,532",6.71,6.72,6.61,6.62,-,0.09,6.62,92,6.64,33,0.00
840,4426,利勤,"102,163",81,"2,282,598",22.50,22.50,22.20,22.30,-,0.2,22.25,6,22.35,2,0.00
841,4438,廣越,"106,259",98,"13,180,928",125.00,125.50,123.00,125.00,-,0.5,124.50,1,125.50,4,22.81
842,4439,冠星-KY,"12,000",10,"1,590,000",133.00,133.50,132.00,132.00,X,0.0,132.00,1,132.50,1,10.92
843,4440,宜新實業,"150,430",75,"6,999,217",46.65,46.75,46.30,46.30,-,0.35,46.30,3,46.40,5,11.46
844,4526,東台,"232,342",354,"3,769,388",16.40,16.40,16.15,16.25,-,0.15,16.20,22,16.25,17,0.00
845,4532,瑞智,"270,646",177,"5,065,908",18.85,18.85,18.65,18.70,-,0.05,18.65,37,18.70,19,14.06
846,4536,拓凱,"62,010",47,"8,485,880",135.00,139.50,135.00,138.50, ,0.0,137.50,10,139.50,4,16.65
847,4540,全球傳動,"71,514",118,"3,331,978",46.85,46.85,46.50,46.50,-,0.55,46.50,24,46.55,3,18.75
848,4545,銘鈺,"12,000",9,"331,950",27.70,27.80,27.60,27.70, ,0.0,27.70,1,27.80,13,24.96
849,4551,智伸科,"113,189",112,"18,152,916",159.00,161.50,158.00,160.00,+,1.0,160.00,1,160.50,2,15.27
850,4552,力達-KY,"93,349",57,"3,014,032",32.40,32.50,32.10,32.40,+,0.1,32.20,3,32.40,14,11.41
851,4555,氣立,"14,421",14,"759,418",52.50,53.00,52.30,52.50, ,0.0,52.40,1,52.50,2,15.67
852,4557,永新-KY,"13,004",16,"976,700",75.00,75.20,75.00,75.00, ,0.0,75.00,1,75.10,2,19.48
853,4560,強信-KY,"70,011",33,"2,890,806",41.55,41.55,41.15,41.55,+,0.2,41.35,5,41.55,3,17.38
854,4562,穎漢,"36,168",31,"569,730",15.70,15.80,15.70,15.80, ,0.0,15.75,10,15.80,14,0.00
855,4564,元翎,"217,510",179,"8,452,730",38.60,39.10,38.60,38.85,-,0.2,38.80,18,38.95,2,20.03
856,4566,時碩工業,"21,006",19,"946,821",45.10,45.20,45.00,45.20,+,0.05,45.10,2,45.20,2,18.08
857,4571,鈞興-KY,"33,017",22,"3,092,106",93.40,94.00,93.00,93.60,-,0.2,93.60,5,93.80,1,10.43
858,4572,駐龍,"12,110",14,"1,181,778",97.80,97.80,97.00,97.00,-,0.7,97.00,9,97.30,1,86.61
859,4576,大銀微系統,"73,904",152,"7,664,284",105.00,105.00,102.50,104.00,-,1.5,103.50,1,104.00,2,45.02
860,4581,光隆精密-KY,"24,000",15,"818,500",34.10,34.70,34.00,34.70,+,0.6,34.05,1,34.65,1,17.01
861,4720,德淵,"3,196,517","1,347","51,778,704",16.45,16.70,15.85,16.15,-,0.3,16.10,59,16.15,28,35.89
862,4722,國精化,"527,431",205,"22,808,805",43.00,43.60,43.00,43.35,-,0.5,43.35,57,43.40,1,11.41
863,4737,華廣,"16,030",18,"1,151,853",71.60,72.30,71.60,71.80,-,0.2,71.70,1,71.90,1,42.99
864,4739,康普,"8,549,989","6,487","1,171,681,881",130.00,140.00,130.00,137.00,+,5.0,137.00,17,137.50,32,32.16
865,4746,台耀,"386,243",307,"21,871,299",57.10,57.10,56.40,56.50,-,0.6,56.50,9,56.60,8,5.26
866,4755,三福化,"3,937,638","3,467","579,896,898",152.00,152.50,143.50,147.50,-,5.5,147.50,11,148.00,25,31.86
867,4763,材料-KY,"157,687",167,"17,159,189",108.00,110.50,108.00,108.50,-,1.5,108.50,7,109.00,14,12.56
868,4764,雙鍵,"6,650",7,"397,670",59.90,60.00,59.10,59.90,-,0.1,59.60,2,59.90,6,44.04
869,4766,南寶,"42,000",60,"5,785,463",138.00,138.50,137.00,138.00, ,0.0,137.50,2,138.00,1,15.37
870,4770,上品,"482,126",504,"136,008,368",284.50,286.50,278.00,279.00,-,6.0,278.50,7,279.00,4,26.45
871,4807,日成-KY,"9,021",13,"237,139",26.30,26.40,26.20,26.40,-,0.1,26.40,1,26.45,5,10.43
872,4904,遠傳,"3,584,755","2,150","231,810,549",64.50,64.90,64.30,64.90,+,0.5,64.80,31,64.90,209,23.43
873,4906,正文,"8,515,321","3,898","258,485,730",30.00,30.60,29.75,30.55,+,0.6,30.50,55,30.55,1,21.51
874,4912,聯德控股-KY,"99,083",182,"15,267,666",156.00,156.00,153.50,154.00,-,2.0,153.50,10,154.00,5,14.19
875,4915,致伸,"2,757,674","1,898","149,514,468",54.20,54.40,54.00,54.30,-,0.5,54.30,4,54.40,24,11.38
876,4916,事欣科,"280,788",210,"7,970,299",28.05,28.60,28.05,28.50, ,0.0,28.45,1,28.50,1,109.62
877,4919,新唐,"33,028,340","23,641","4,628,727,164",136.00,142.50,135.50,140.50,+,1.5,140.00,39,140.50,65,29.96
878,4927,泰鼎-KY,"3,890,460","2,542","480,535,029",121.50,125.00,120.50,124.50,+,1.5,124.50,36,125.00,99,22.84
879,4930,燦星網,"426,116",256,"11,102,220",25.90,26.35,25.85,25.90,+,0.1,25.90,14,25.95,7,7.60
880,4934,太極,"1,022,299",668,"34,939,660",33.75,34.50,33.75,34.10,-,0.3,34.10,4,34.20,1,0.00
881,4935,茂林-KY,"140,576",97,"11,100,351",78.60,79.40,78.60,79.40,+,0.1,79.10,2,79.50,4,7.46
882,4938,和碩,"14,008,320","8,744","991,004,045",70.30,71.10,70.10,71.00,+,0.6,70.90,78,71.00,442,10.86
883,4942,嘉彰,"428,180",267,"21,617,285",50.50,50.80,50.20,50.50,-,0.2,50.40,12,50.60,10,7.81
884,4943,康控-KY,"311,598",287,"8,836,676",28.50,28.95,28.20,28.25,-,0.4,28.25,29,28.30,2,0.00
885,4952,凌通,"218,520",177,"13,627,021",62.20,62.90,62.00,62.00,-,0.7,62.00,15,62.20,5,11.70
886,4956,光鋐,"2,250,251","1,278","60,501,231",26.50,27.35,26.10,26.80,+,0.1,26.80,23,26.90,23,18.74
887,4958,臻鼎-KY,"1,842,243","1,229","185,501,720",100.00,101.00,99.90,101.00,+,0.5,100.50,56,101.00,12,10.49
888,4960,誠美材,"5,968,741","1,672","76,431,778",12.80,12.90,12.70,12.75,+,0.15,12.75,25,12.80,337,10.12
889,4961,天鈺,"3,697,524","3,525","818,717,522",219.50,224.50,217.50,221.50,-,2.5,221.00,31,221.50,43,8.43
890,4967,十銓,"750,222",458,"32,893,524",44.00,44.25,43.55,43.55,-,0.45,43.50,41,43.85,1,33.24
891,4968,立積,"598,261",720,"146,326,054",247.00,248.50,242.00,243.00,-,6.5,243.00,16,243.50,1,24.82
892,4976,佳凌,"352,801",307,"22,018,426",62.50,62.80,62.00,62.30,-,0.6,62.30,6,62.40,11,249.20
893,4977,眾達-KY,"46,035",35,"3,810,398",82.30,83.00,82.30,82.50,-,0.3,82.50,9,82.90,1,15.57
894,4989,榮科,"605,316",489,"26,536,614",43.60,44.45,43.35,43.35,-,0.75,43.35,2,43.60,7,15.43
895,4994,傳奇,"1,449,156","1,162","79,629,548",54.00,56.70,53.40,53.60,+,0.8,53.60,5,53.70,1,21.53
896,4999,鑫禾,"38,590",59,"1,560,171",40.90,40.90,40.30,40.40,+,0.1,40.35,2,40.45,3,11.58
897,5007,三星,"65,369",117,"3,679,438",56.40,57.30,55.60,56.70,+,0.3,56.50,2,56.80,19,17.08
898,5203,訊連,"65,656",61,"5,657,811",85.10,86.50,85.10,86.20,-,0.1,86.00,2,86.20,3,42.67
899,5215,科嘉-KY,"57,580",182,"4,184,616",72.60,72.90,72.30,72.30,-,0.6,72.30,5,72.40,1,6.51
900,5222,全訊,"319,874",387,"54,415,176",172.00,172.00,168.50,170.00,-,4.0,170.00,9,171.00,4,41.98
901,5225,東科-KY,"24,000",18,"503,900",21.30,21.30,20.90,20.90,-,0.5,20.90,4,21.10,3,0.00
902,5234,達興材料,"816,958",785,"105,437,182",128.50,130.50,128.00,129.00,-,3.0,129.00,25,129.50,8,20.06
903,5243,乙盛-KY,"436,928",369,"26,995,420",61.10,62.60,61.00,61.60,-,0.5,61.50,14,61.70,5,21.46
904,5244,弘凱,"3,353,771","2,114","174,229,051",50.00,53.90,49.00,53.00,X,0.0,52.90,8,53.00,11,10.54
905,5258,虹堡,"4,777,305","2,293","178,035,914",37.05,38.00,36.55,36.55,-,2.05,36.55,15,36.60,1,18.84
906,5269,祥碩,"421,591",616,"664,623,630","1,540.00","1,600.00","1,530.00","1,580.00",+,35.0,"1,580.00",3,"1,585.00",5,34.01
907,5283,禾聯碩,"52,392",257,"6,305,122",120.50,120.50,120.00,120.00,-,1.0,120.00,29,120.50,6,10.85
908,5284,jpp-KY,"4,107",7,"178,966",43.30,43.70,43.30,43.65,+,0.15,43.20,1,43.50,4,12.80
909,5285,界霖,"308,830",300,"29,612,718",95.60,96.70,95.10,95.30,-,1.3,95.30,4,95.60,1,20.63
910,5288,豐祥-KY,"25,034",37,"3,732,582",149.50,149.50,148.50,148.50,-,1.0,148.00,7,148.50,1,13.50
911,5388,中磊,"9,469,533","6,324","710,088,643",74.30,75.80,73.10,75.50,+,0.7,75.40,14,75.50,46,23.97
912,5434,崇越,"634,984",626,"107,166,776",167.00,171.00,165.50,169.00,+,0.5,169.00,5,169.50,39,13.90
913,5469,瀚宇博,"528,698",508,"22,888,051",43.20,43.50,43.10,43.30,+,0.05,43.25,12,43.30,3,6.03
914,5471,松翰,"834,391",729,"71,502,560",85.10,86.10,84.50,86.00, ,0.0,85.90,3,86.00,11,10.04
915,5484,慧友,"7,016",22,"113,355",16.10,16.30,16.00,16.30,-,0.1,16.05,12,16.15,1,0.00
916,5515,建國,"162,471",75,"2,253,223",13.90,13.90,13.80,13.85,-,0.05,13.85,4,13.90,49,7.65
917,5519,隆大,"827,909",489,"18,994,208",22.85,23.00,22.85,23.00,+,0.2,22.95,7,23.00,501,10.22
918,5521,工信,"495,537",259,"4,158,417",8.40,8.42,8.38,8.39,-,0.01,8.39,30,8.40,26,0.00
919,5522,遠雄,"388,145",607,"24,203,896",62.70,63.00,62.10,62.40,-,0.1,62.30,6,62.40,11,10.15
920,5525,順天,"65,000",54,"1,743,850",26.95,27.05,26.70,26.80,-,0.15,26.70,6,26.80,2,0.00
921,5531,鄉林,"259,321",139,"2,768,023",10.65,10.75,10.60,10.65,-,0.05,10.65,11,10.70,190,"1,065.00"
922,5533,皇鼎,"83,782",49,"1,600,708",19.15,19.15,19.05,19.15,-,0.05,19.05,26,19.15,3,9.92
923,5534,長虹,"174,353",159,"12,683,586",72.80,73.00,72.40,72.70, ,0.0,72.60,7,72.70,1,15.34
924,5538,東明-KY,"630,447",424,"36,275,628",55.00,59.20,54.90,59.00,+,2.9,58.60,7,59.00,6,9.83
925,5546,永固-KY,"7,000",7,"393,400",56.50,56.50,55.50,56.40,-,0.1,55.60,2,56.40,3,12.42
926,5607,遠雄港,"1,358,282","1,374","95,915,794",70.00,72.60,69.10,69.60,-,1.2,69.40,18,69.60,3,27.62
927,5608,四維航,"5,288,485","4,049","205,753,531",39.20,39.65,38.35,38.45,-,1.2,38.45,35,38.50,16,8.68
928,5706,鳳凰,"202,495",174,"8,171,294",40.40,40.70,40.00,40.55,+,0.05,40.50,6,40.55,2,38.99
929,5871,中租-KY,"2,447,521","2,373","626,372,664",256.50,258.50,252.00,257.50,+,1.0,257.50,139,258.00,40,20.09
930,5871A,中租-KY甲特,"62,460",34,"6,336,960",101.00,101.50,101.00,101.50, ,0.0,101.00,203,101.50,223,0.00
931,5876,上海商銀,"4,038,059","1,979","196,192,721",48.35,48.95,48.25,48.50, ,0.0,48.50,15,48.55,4,15.45
932,5880,合庫金,"12,585,890","6,979","339,729,827",26.95,27.05,26.90,27.00,-,0.05,27.00,7,27.05,491,17.88
933,5906,台南-KY,"1,300",3,"47,850",37.05,37.05,37.05,37.05,X,0.0,35.50,1,37.00,12,11.19
934,5907,大洋-KY,"97,000",62,"1,661,950",17.15,17.25,17.05,17.10, ,0.0,17.05,2,17.15,13,77.73
935,6005,群益證,"6,154,633","2,193","102,664,620",16.80,16.80,16.60,16.60,-,0.3,16.60,856,16.65,147,6.89
936,6024,群益期,"89,074",100,"3,442,260",38.60,38.75,38.60,38.65,+,0.05,38.60,5,38.65,27,15.22
937,6108,競國,"1,345,124",455,"28,805,530",21.15,21.60,21.10,21.30,+,0.15,21.30,21,21.40,20,22.66
938,6112,聚碩,"61,228",68,"2,363,402",38.75,38.75,38.55,38.60,-,0.05,38.60,1,38.65,9,12.53
939,6115,鎰勝,"214,157",95,"9,102,437",42.60,42.60,42.45,42.60, ,0.0,42.60,3,42.70,1,15.38
940,6116,彩晶,"10,297,700","4,068","171,413,260",16.50,16.75,16.45,16.75,+,0.05,16.70,11,16.75,7,5.11
941,6117,迎廣,"22,000",47,"362,032",16.50,16.50,16.40,16.50,-,0.15,16.50,1,16.55,1,0.00
942,6120,達運,"2,551,204",989,"34,721,348",13.65,13.75,13.50,13.60,-,0.15,13.60,28,13.65,48,0.00
943,6128,上福,"48,001",34,"1,354,881",28.20,28.30,28.15,28.20, ,0.0,28.20,3,28.30,10,11.95
944,6133,金橋,"156,032",102,"1,541,885",9.99,9.99,9.85,9.89,-,0.1,9.86,3,9.90,2,0.00
945,6136,富爾特,"207,076",96,"3,866,157",18.65,18.75,18.60,18.65,-,0.1,18.65,4,18.70,21,30.57
946,6139,亞翔,"561,120",400,"17,444,850",31.25,31.35,30.85,31.25,-,0.25,30.90,12,31.25,22,32.22
947,6141,柏承,"65,821",98,"1,926,753",29.50,29.50,29.15,29.25,-,0.25,29.20,3,29.25,10,9.20
948,6142,友勁,"257,993",102,"2,615,364",10.10,10.25,10.05,10.25,+,0.05,10.10,36,10.25,2,0.00
949,6152,百一,"268,702",152,"3,100,161",11.50,11.70,11.40,11.50,-,0.2,11.45,13,11.50,3,0.00
950,6153,嘉聯益,"1,387,799",761,"34,985,960",24.90,25.45,24.90,25.15,+,0.1,25.15,19,25.20,7,114.32
951,6155,鈞寶,"49,005",38,"1,176,720",23.90,24.20,23.90,23.95,-,0.15,23.95,6,24.00,3,33.73
952,6164,華興,"453,662",241,"6,687,839",14.65,14.85,14.60,14.85,-,0.1,14.85,1,14.90,9,46.41
953,6165,浪凡,"370,780",224,"13,921,677",37.85,37.85,37.40,37.40,-,0.45,37.40,32,37.60,27,8.74
954,6166,凌華,"70,011",59,"4,340,886",61.30,62.50,61.30,62.10,-,0.6,61.90,1,62.20,2,151.46
955,6168,宏齊,"1,046,531",592,"27,898,744",26.35,26.85,26.30,26.70,+,0.2,26.70,8,26.75,18,15.08
956,6176,瑞儀,"2,557,716","3,180","266,885,067",104.00,105.50,103.50,104.00,-,1.0,104.00,70,104.50,81,8.82
957,6177,達麗,"315,098",163,"9,463,962",30.00,30.15,29.95,30.00, ,0.0,30.00,43,30.05,24,16.39
958,6183,關貿,"83,988",88,"4,408,678",52.70,53.10,51.90,52.60,-,0.9,52.50,1,52.80,1,20.08
959,6184,大豐電,"53,467",39,"2,404,740",45.00,45.05,44.85,45.05,+,0.05,45.00,5,45.05,7,14.44
960,6189,豐藝,"291,060",141,"12,178,877",41.80,41.95,41.70,41.90,+,0.05,41.85,3,41.90,6,10.66
961,6191,精成科,"1,161,502",726,"42,288,703",36.20,36.55,36.10,36.50,-,0.05,36.45,5,36.50,13,6.07
962,6192,巨路,"93,376",87,"6,833,349",73.30,73.30,72.90,73.30,+,0.1,73.30,1,73.40,2,9.52
963,6196,帆宣,"4,170,773","3,185","699,839,863",165.50,171.00,163.50,171.00,+,2.0,170.50,1,171.50,69,25.45
964,6197,佳必琪,"744,208",482,"30,364,781",40.00,41.45,39.70,41.00,+,0.8,41.00,3,41.10,15,16.27
965,6201,亞弘電,"15,204",16,"669,124",44.00,44.10,43.90,43.95,-,0.05,43.95,2,44.00,5,11.85
